TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,'CLASSIFICADOR IDEB'
B,C,J,D,B,B,B,C,A,A,A,A,A,B,C,B,A,B,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,A,A,B,B,B,C,B,B,A,B,A,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
B,C,H,D,B,B,B,B,B,A,B,A,B,B,B,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,A,B,B,C,A,C,E,B,B,A,A,A,A,B,A,B,B,'ABAIXO DA MÉDIA'
A,C,B,C,B,A,B,B,A,A,?,A,A,B,D,E,A,A,D,A,A,A,G,A,A,B,A,A,A,A,A,C,A,C,A,B,B,B,C,C,A,B,A,A,A,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
B,D,D,C,C,A,C,B,B,A,A,A,A,C,D,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,A,C,A,C,A,A,A,E,B,B,B,A,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,E,D,B,B,B,B,B,A,A,A,A,B,C,D,A,A,E,A,A,A,E,A,A,C,A,A,A,A,B,C,B,C,B,B,C,B,C,C,E,B,C,A,A,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
A,B,I,E,D,A,C,B,B,A,B,B,B,B,D,D,A,A,E,A,A,A,C,A,A,B,A,A,A,A,A,?,B,?,?,?,?,?,?,D,A,B,A,C,A,B,A,B,A,B,A,'ABAIXO DA MÉDIA'
B,B,B,D,A,B,B,B,A,A,B,B,B,B,C,E,A,A,E,A,A,B,C,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,A,B,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,E,D,C,B,B,B,B,A,B,A,B,C,C,D,A,A,D,A,A,A,A,B,B,B,A,A,A,B,A,C,A,B,A,B,B,A,C,D,E,A,C,A,A,A,A,B,A,A,C,'ABAIXO DA MÉDIA'
B,F,E,E,C,B,B,C,A,A,A,A,A,B,C,C,A,A,G,A,A,B,G,A,B,B,A,A,A,A,B,C,A,A,A,B,B,C,C,B,B,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,K,D,A,B,B,B,B,A,A,A,A,B,B,D,A,A,D,A,A,B,G,A,B,B,A,A,A,A,A,C,B,B,B,C,B,C,C,D,B,B,B,A,B,A,A,C,B,C,A,'ABAIXO DA MÉDIA'
A,B,F,F,A,A,B,B,B,B,B,A,A,B,B,F,A,A,C,A,B,A,G,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,C,A,A,C,A,C,B,A,A,B,B,B,'ABAIXO DA MÉDIA'
B,B,E,E,C,B,B,B,A,A,B,A,A,B,D,E,A,A,G,B,B,A,G,A,A,C,B,B,B,B,A,C,B,C,B,A,B,B,B,D,B,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,C,D,B,B,C,B,A,A,A,A,A,C,C,C,A,A,?,A,A,B,G,A,B,A,A,A,A,A,A,C,B,C,B,C,?,?,?,B,A,B,A,C,B,A,A,B,A,B,C,'ABAIXO DA MÉDIA'
A,A,H,E,B,A,B,B,B,?,B,A,B,B,B,F,A,A,A,B,B,B,G,B,B,B,A,A,A,A,A,C,A,C,C,C,B,B,B,C,E,A,C,A,B,A,B,B,A,B,B,'ABAIXO DA MÉDIA'
B,B,C,C,C,B,C,B,B,A,B,A,B,B,C,E,A,A,B,A,B,A,B,A,B,B,?,B,B,B,A,C,B,B,A,C,B,B,B,B,A,B,C,A,A,A,A,B,B,B,B,'ABAIXO DA MÉDIA'
B,B,F,E,A,A,C,C,B,?,B,B,C,B,D,E,A,B,C,B,B,A,C,B,B,A,B,A,A,A,A,B,A,B,A,A,C,A,B,D,D,B,D,C,C,A,A,C,?,A,B,'ABAIXO DA MÉDIA'
A,B,E,D,C,B,B,B,B,A,B,A,B,C,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,A,A,A,?,?,A,D,E,B,B,C,A,A,C,A,A,D,B,'ABAIXO DA MÉDIA'
A,B,F,E,C,B,C,B,B,A,B,A,A,C,D,F,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,E,E,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,I,E,B,A,B,B,A,A,B,A,A,B,B,C,A,A,B,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,B,A,B,C,C,D,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,E,D,C,B,B,B,B,A,B,A,A,B,A,F,A,A,G,B,B,C,G,A,A,B,A,A,A,A,B,C,C,C,C,C,C,C,C,A,A,B,C,C,A,A,D,D,A,A,B,'ABAIXO DA MÉDIA'
B,B,I,D,B,B,B,B,B,A,B,A,A,B,C,E,A,A,C,A,A,C,D,A,A,C,A,A,A,A,B,B,B,B,C,C,C,C,C,A,A,B,B,C,A,A,D,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,B,D,B,B,B,B,B,B,B,A,A,B,B,B,A,A,F,A,A,B,G,B,B,A,A,A,A,A,A,?,A,?,?,B,B,B,?,A,B,B,A,C,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,E,E,A,D,B,B,B,B,A,D,D,B,E,D,A,A,F,A,A,B,G,A,A,A,A,A,A,A,B,?,A,?,?,?,?,A,?,D,E,B,B,C,C,A,A,C,B,C,C,'ABAIXO DA MÉDIA'
A,B,F,E,D,B,B,B,B,B,B,A,D,C,D,E,A,A,C,A,A,A,B,A,A,B,A,A,A,?,A,C,B,?,C,C,C,A,C,C,E,B,B,C,B,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
A,B,H,E,B,A,B,C,C,A,B,B,B,C,B,D,A,A,C,A,B,B,B,A,A,A,A,A,A,A,A,B,?,A,?,?,?,C,?,A,A,A,A,A,B,A,B,A,A,B,C,'ABAIXO DA MÉDIA'
B,C,C,D,C,B,B,B,B,B,A,A,A,B,C,F,A,A,A,A,B,A,G,A,B,A,A,A,A,A,B,C,B,?,C,C,C,C,C,C,C,B,C,A,B,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
A,F,E,D,B,C,B,B,B,A,B,B,B,B,D,F,A,C,G,B,B,?,F,A,B,B,A,A,B,A,A,C,C,C,C,A,C,C,C,D,E,B,B,C,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,G,H,C,B,B,B,B,A,B,A,B,B,C,D,A,B,B,A,A,B,D,A,A,B,A,A,A,A,A,B,B,C,B,?,A,B,A,B,A,B,A,B,C,C,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,K,F,B,B,B,B,A,B,A,A,A,B,C,E,A,A,E,A,A,A,A,B,B,C,A,A,A,A,A,?,A,A,?,C,?,B,C,E,A,B,C,A,B,A,A,A,B,A,B,'ABAIXO DA MÉDIA'
A,B,C,E,B,B,B,B,A,A,B,A,B,B,D,E,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,?,B,?,?,?,B,?,?,A,A,B,C,A,A,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
A,C,F,F,C,B,B,B,B,A,A,A,B,B,C,F,A,A,B,A,B,A,F,A,B,B,A,A,A,A,B,?,C,?,?,?,C,?,?,E,E,B,B,A,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
A,C,H,H,B,B,B,B,B,A,A,A,A,B,A,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,B,?,?,B,C,C,C,C,E,B,A,A,C,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,C,A,E,B,B,B,B,B,A,A,A,A,A,B,C,A,C,A,A,B,A,B,A,A,A,A,A,A,A,A,A,?,?,?,?,?,A,?,A,B,B,B,A,A,A,A,B,A,A,A,'ABAIXO DA MÉDIA'
A,F,J,F,D,A,B,B,A,A,B,C,A,C,D,E,A,A,G,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA MÉDIA'
A,C,H,F,?,B,B,B,B,A,B,A,A,B,C,E,A,B,A,B,B,B,D,A,A,C,A,A,A,A,A,?,A,?,?,?,?,B,?,B,?,B,C,A,C,B,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,?,I,F,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,A,A,?,B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA MÉDIA'
B,B,C,F,C,B,C,B,B,A,B,A,A,B,C,E,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,?,A,A,A,?,?,A,B,?,?,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,C,F,B,C,C,B,B,A,B,E,B,B,C,E,A,A,D,A,A,A,C,A,A,A,A,A,A,A,A,?,?,?,A,?,?,A,?,C,D,B,A,B,C,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
A,B,C,F,C,A,A,A,B,A,B,B,B,C,C,D,A,A,D,A,A,C,E,A,A,B,A,A,A,A,B,?,?,?,?,B,C,B,A,C,A,B,D,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,H,G,B,B,B,C,A,A,B,A,A,B,C,F,B,A,C,A,A,B,G,A,A,A,B,A,A,B,A,?,A,?,?,?,?,A,?,B,C,B,B,C,C,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,F,L,C,C,B,B,B,A,A,A,A,A,B,C,F,A,A,B,A,A,B,G,A,B,B,A,A,A,A,A,?,B,?,?,?,?,C,?,C,D,B,C,C,A,A,C,C,?,C,?,'ABAIXO DA MÉDIA'
B,F,D,E,C,A,B,B,B,B,A,A,A,B,C,A,A,A,G,A,A,B,D,A,A,C,A,A,B,A,A,B,B,B,B,A,B,C,C,A,B,B,A,A,B,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
A,A,E,D,A,A,B,B,A,B,B,A,A,B,C,F,A,A,?,A,B,A,B,A,A,A,A,A,A,A,A,?,A,?,?,?,?,?,A,D,C,B,A,A,A,A,A,B,A,B,B,'ABAIXO DA MÉDIA'
B,B,D,D,B,B,B,B,B,A,A,A,A,B,A,D,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,?,B,?,?,?,?,?,B,B,A,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,A,K,D,C,B,B,B,A,A,B,A,B,B,C,C,A,A,D,A,A,A,C,A,A,B,A,A,A,A,A,C,A,B,B,C,A,B,B,A,A,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,E,D,C,B,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,B,G,A,B,C,A,A,A,A,A,C,B,B,B,A,C,B,C,C,A,B,B,A,A,A,B,B,B,B,C,'ABAIXO DA MÉDIA'
A,B,K,D,B,B,A,C,B,A,B,A,B,B,C,F,A,A,C,A,A,A,A,A,A,A,A,?,A,A,A,?,A,?,B,C,A,A,C,B,D,?,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,E,D,B,B,B,B,B,B,B,B,B,B,B,F,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,?,A,A,A,A,A,A,?,C,E,B,B,A,B,B,A,A,A,A,C,'ABAIXO DA MÉDIA'
A,?,E,D,B,B,B,B,A,A,B,B,B,B,D,D,A,A,E,A,A,B,F,A,A,A,A,B,A,A,A,?,A,?,?,?,A,?,?,A,?,B,A,C,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,E,D,B,C,C,C,B,A,A,A,A,B,C,E,A,A,C,A,A,A,D,A,A,B,A,A,A,A,A,?,B,?,?,?,C,?,?,C,A,B,A,A,A,A,A,B,A,A,B,'ABAIXO DA MÉDIA'
B,A,E,C,A,B,B,C,B,A,B,A,B,B,D,D,A,A,D,A,A,A,C,A,A,B,A,A,A,A,A,?,B,?,?,?,?,B,?,A,A,B,A,A,A,A,B,B,B,B,B,'ABAIXO DA MÉDIA'
A,D,L,C,A,A,B,A,B,B,A,A,B,D,D,F,A,A,G,A,A,A,G,A,A,A,B,B,B,B,B,C,B,C,A,C,A,B,A,B,E,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,B,D,C,B,B,B,B,A,B,B,B,C,C,D,A,A,F,A,A,A,B,A,B,A,A,A,A,A,A,?,?,?,?,?,?,?,?,C,B,A,B,A,A,A,C,D,A,A,A,'ABAIXO DA MÉDIA'
A,F,F,C,B,C,B,B,B,A,B,A,B,B,C,D,A,A,G,A,?,B,G,A,A,A,A,A,A,A,A,C,B,B,B,C,B,C,C,E,E,B,B,C,A,A,A,B,A,B,C,'ABAIXO DA MÉDIA'
A,F,H,D,B,B,A,B,A,A,B,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,B,A,?,A,?,?,?,A,?,?,A,E,B,C,A,B,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,B,D,C,B,C,B,B,A,A,B,A,B,B,C,C,A,C,D,A,A,A,D,A,A,B,A,A,A,A,A,C,A,B,B,B,C,C,B,A,A,B,D,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,F,A,C,B,B,B,C,B,B,B,A,B,B,D,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,B,C,B,C,A,B,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,D,D,B,B,B,B,B,A,A,A,A,B,B,E,A,A,A,B,B,B,D,A,A,C,A,A,A,B,A,C,A,A,A,A,C,C,C,E,E,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,C,B,C,C,B,B,B,B,A,A,A,A,B,C,C,C,A,B,A,A,A,B,A,A,C,A,A,A,A,A,B,A,A,A,A,C,B,C,D,C,A,A,A,A,A,D,D,A,A,C,'ABAIXO DA MÉDIA'
A,A,E,C,C,C,C,B,B,A,B,A,A,C,C,D,A,A,E,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,A,?,C,?,?,B,A,B,D,B,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,G,D,C,B,B,B,?,A,B,A,B,B,C,C,A,A,E,A,A,B,G,A,B,A,A,A,A,A,A,?,?,?,A,?,?,B,?,D,A,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,L,C,B,B,B,B,B,A,B,A,A,B,C,D,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,C,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,B,A,C,C,B,B,B,B,A,A,A,A,B,C,C,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,C,B,A,A,B,C,C,C,C,C,B,A,B,A,A,A,B,A,B,B,'ABAIXO DA MÉDIA'
A,B,L,C,B,A,B,B,B,A,B,A,A,B,C,D,A,A,B,A,A,A,G,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,B,D,D,B,B,A,B,B,A,A,A,A,B,C,D,A,A,C,A,B,A,C,A,A,C,A,A,B,B,B,C,B,C,B,C,B,C,C,B,D,A,B,C,A,A,A,B,A,B,A,'ABAIXO DA MÉDIA'
B,B,J,D,B,B,B,B,B,B,A,A,A,B,C,F,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,B,A,A,B,C,C,C,C,A,B,B,C,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,C,K,D,A,B,B,?,A,B,B,B,B,C,D,F,A,C,A,A,A,A,B,B,A,A,A,B,A,A,A,C,A,C,A,A,B,B,C,A,A,A,A,A,A,A,A,B,A,A,A,'ABAIXO DA MÉDIA'
B,F,K,E,C,B,A,B,B,B,B,A,A,B,C,E,A,A,G,A,A,A,G,B,?,B,A,A,A,A,B,?,A,C,B,?,A,C,B,E,E,B,C,C,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,E,F,C,B,B,B,A,A,A,A,A,B,D,C,C,A,A,B,B,A,C,A,A,B,A,A,A,A,B,?,A,?,?,?,?,?,C,A,B,B,A,A,B,A,B,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,B,D,C,C,C,B,B,A,B,A,A,B,D,F,B,A,A,B,B,A,C,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,B,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,F,E,B,B,B,B,B,A,B,B,B,B,C,C,A,A,B,A,A,B,G,A,A,C,A,A,A,A,A,?,?,?,?,?,?,?,?,C,A,A,B,A,B,A,B,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,B,H,B,B,A,B,A,B,C,B,B,C,C,F,A,A,C,A,B,B,C,A,A,B,A,A,B,?,A,B,A,C,B,B,C,B,C,A,E,A,C,A,C,A,B,B,A,C,B,'ABAIXO DA MÉDIA'
B,F,C,D,C,?,B,B,A,A,A,A,A,B,C,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,?,B,?,?,?,?,B,?,A,A,B,A,A,B,A,B,A,B,A,A,'ABAIXO DA MÉDIA'
B,F,C,E,C,B,A,B,A,E,B,A,B,C,C,F,A,C,G,B,B,C,G,A,A,A,A,A,A,A,A,B,?,?,B,?,B,?,?,C,B,A,C,C,A,B,D,B,D,B,D,'ABAIXO DA MÉDIA'
B,B,D,E,B,B,C,B,B,A,A,E,E,B,C,D,A,A,G,B,B,A,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,B,A,C,B,C,B,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,E,D,D,C,D,C,A,A,B,A,B,B,D,F,B,A,B,A,A,A,B,A,A,C,A,A,A,A,B,C,B,C,C,C,B,C,C,C,E,B,?,A,A,A,C,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,L,D,B,B,C,B,B,A,B,A,B,B,D,F,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,A,E,B,B,A,B,A,A,A,B,A,B,'ABAIXO DA MÉDIA'
A,B,J,E,A,A,B,B,B,A,B,A,B,B,D,F,A,A,G,A,A,B,G,B,B,C,A,A,A,A,A,?,B,?,?,?,?,B,?,A,E,B,A,C,B,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
B,B,D,D,C,B,B,B,A,A,B,B,B,D,D,F,A,A,C,A,B,C,G,A,B,B,A,B,B,B,B,C,B,C,C,C,C,C,C,A,A,B,C,A,A,A,A,B,A,B,B,'ABAIXO DA MÉDIA'
B,C,J,D,B,B,C,C,A,A,A,A,A,B,C,B,B,A,B,A,A,B,G,A,B,A,A,A,A,A,A,?,B,?,?,?,C,?,?,C,A,B,B,A,A,A,A,A,A,A,C,'ABAIXO DA MÉDIA'
B,C,I,D,D,C,C,B,A,A,B,A,B,B,D,F,A,A,C,A,A,B,B,A,B,C,A,A,?,A,B,B,B,C,B,B,B,A,A,D,E,B,A,B,A,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
A,B,G,E,C,B,B,B,B,A,B,A,C,C,E,E,A,A,E,A,A,B,E,A,B,A,A,A,A,A,A,B,B,C,B,A,A,A,A,A,E,B,C,B,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,F,B,C,A,B,B,B,B,A,B,B,B,B,C,D,A,A,D,A,B,A,G,A,A,C,A,A,A,A,A,?,B,?,?,?,?,B,?,?,?,B,B,B,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,K,D,C,B,C,B,B,A,B,A,A,B,C,D,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,C,A,B,D,B,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,B,L,E,B,B,C,C,C,A,B,B,C,C,C,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,A,A,B,?,A,A,B,B,A,A,C,C,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,A,G,E,B,B,B,B,B,A,B,A,B,B,C,E,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,A,A,B,B,A,A,A,B,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,B,H,D,B,A,B,B,B,A,B,A,A,C,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,?,B,?,B,?,?,?,B,?,?,A,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,I,D,D,A,A,B,B,A,B,A,A,B,C,D,A,A,C,B,B,A,E,A,A,B,A,A,A,A,A,B,B,B,A,B,B,C,B,A,E,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
B,B,I,D,A,B,A,B,B,A,B,B,B,C,E,D,A,B,G,A,A,A,D,A,A,B,A,A,A,A,A,C,?,?,B,B,B,A,B,C,B,B,C,C,A,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
A,F,K,D,E,C,C,C,A,A,C,A,A,B,C,F,A,A,D,A,A,B,A,A,A,A,A,A,A,A,A,?,B,?,?,?,C,A,C,A,B,B,D,C,A,A,A,C,A,A,B,'ABAIXO DA MÉDIA'
B,B,H,G,A,B,A,B,A,A,B,A,B,B,C,C,A,A,?,A,A,A,E,A,A,A,A,A,?,A,A,?,?,?,?,?,?,?,?,B,B,B,A,C,B,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,B,K,?,A,B,A,B,B,A,B,A,B,B,C,D,A,B,B,A,A,A,B,A,A,C,A,A,A,A,B,?,?,?,?,?,?,?,?,?,?,A,?,A,B,B,A,B,A,A,A,'ABAIXO DA MÉDIA'
B,B,C,D,C,A,B,B,A,A,B,D,A,B,D,E,A,A,E,A,A,C,B,B,A,B,A,A,A,A,A,?,B,?,?,?,C,C,C,C,A,B,D,A,B,A,B,A,B,A,B,'ABAIXO DA MÉDIA'
B,B,A,G,C,A,A,B,B,B,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA MÉDIA'
B,B,K,A,A,C,B,B,E,D,A,C,D,A,C,E,A,A,B,A,B,C,A,B,B,C,A,B,A,A,B,?,?,?,?,?,?,?,?,C,D,B,B,A,A,C,A,B,D,A,A,'ABAIXO DA MÉDIA'
A,?,I,H,B,A,B,C,A,A,B,A,A,B,C,F,C,A,C,B,A,B,D,A,A,A,A,A,?,A,A,?,?,?,?,?,?,?,?,C,B,A,A,B,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
A,F,D,E,B,B,B,B,B,A,A,A,A,B,C,E,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,?,A,?,?,?,?,B,?,B,A,A,D,A,B,A,A,B,A,A,B,'ABAIXO DA MÉDIA'
A,C,K,F,D,A,D,B,A,A,B,A,A,B,D,F,A,A,A,B,B,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,?,A,C,A,A,?,A,A,C,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,I,F,C,B,B,D,B,A,B,A,B,B,C,F,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,?,?,?,?,?,?,?,?,C,B,B,C,A,C,A,A,B,A,A,A,'ABAIXO DA MÉDIA'
A,?,L,E,B,A,B,B,A,A,B,A,B,B,B,F,A,A,C,A,A,B,B,A,A,A,B,B,A,A,A,?,?,?,A,?,?,?,?,A,?,B,A,A,B,A,B,A,A,A,B,'ABAIXO DA MÉDIA'
A,F,I,F,E,A,E,B,A,B,A,A,B,B,C,E,A,A,B,A,B,A,B,B,B,?,A,A,A,A,A,?,A,?,?,?,B,?,?,A,E,B,C,A,C,B,A,A,A,B,C,'ABAIXO DA MÉDIA'
A,B,I,F,C,B,C,B,B,A,C,A,B,B,D,F,A,A,B,A,A,C,F,A,A,C,B,A,A,A,B,?,?,?,?,?,?,?,?,A,A,A,D,C,A,B,A,C,D,B,B,'ABAIXO DA MÉDIA'
A,A,J,F,B,A,B,B,B,A,B,A,A,B,D,E,A,A,C,A,A,B,B,A,A,B,A,A,A,A,A,A,A,?,?,?,?,B,?,A,A,B,B,C,B,B,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,C,G,F,B,D,B,B,A,A,B,A,B,B,C,F,A,A,A,B,B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA MÉDIA'
B,C,A,F,C,A,E,B,B,B,A,A,B,C,D,E,A,A,D,A,A,A,B,A,A,B,A,A,A,A,A,B,A,C,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
B,F,L,C,C,B,D,B,B,A,B,A,A,B,C,F,A,A,B,A,A,A,G,A,A,B,A,A,A,A,A,?,B,?,?,?,B,?,?,D,C,B,A,A,A,A,B,A,A,B,B,'ABAIXO DA MÉDIA'
A,B,J,D,D,B,B,B,A,A,B,A,B,B,D,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,?,?,?,?,C,C,C,A,A,B,D,A,A,A,A,A,B,B,A,'ABAIXO DA MÉDIA'
A,B,I,E,A,B,B,B,B,A,A,A,A,B,C,E,A,A,C,A,A,A,G,A,A,B,A,A,A,A,A,C,A,B,A,B,B,B,B,C,C,A,B,C,B,A,B,B,A,B,B,'ABAIXO DA MÉDIA'
B,A,I,E,C,B,B,B,B,A,B,A,A,B,C,D,B,A,D,A,A,B,G,A,A,A,A,A,A,A,B,C,A,B,A,A,C,A,C,B,A,B,C,C,A,A,A,A,A,A,D,'ABAIXO DA MÉDIA'
A,B,A,C,B,D,?,B,?,B,A,A,A,C,C,E,A,A,F,A,A,A,D,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,C,C,A,A,C,A,A,B,A,B,A,A,'ABAIXO DA MÉDIA'
B,A,H,D,D,B,B,B,B,A,B,A,B,C,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,A,A,B,A,B,A,A,C,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA MÉDIA'
A,A,J,E,B,A,B,B,B,A,A,A,A,B,?,C,A,A,E,A,A,C,G,A,A,A,A,A,A,A,A,C,B,B,B,C,C,C,C,E,C,B,A,A,B,A,A,A,A,A,A,'ABAIXO DA MÉDIA'
