@relation 'ALUNO ORD TOTAL. IDEB-EXCLUIDOS ALUNOS S RESP APSOCIOestevam'

@attribute TX_RESP_Q001 {A,B}
A,B,C,C,E,B,C,C,C,A,B,B,A,B,D,E,A,B,?,A,A,A,?,A,A,C,A,A,A,A,B,?,B,?,A,?,?,B,?,A,E,B,B,A,A,A,B,B,A,B,B,'ABAIXO DA M�DIA'
B,B,D,C,C,B,B,B,B,A,B,B,B,C,C,F,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,B,A,B,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,J,F,E,E,E,C,A,A,C,B,A,B,E,E,A,A,E,A,A,C,F,A,A,A,A,A,A,A,A,C,B,A,A,A,C,A,B,D,E,B,A,C,B,B,A,B,A,A,D,'ABAIXO DA M�DIA'
A,F,K,D,C,A,C,B,B,A,A,A,B,C,D,C,A,A,C,A,A,A,B,A,A,C,B,A,A,A,?,?,B,?,?,?,A,?,?,A,E,B,C,A,A,A,A,B,A,B,D,'ABAIXO DA M�DIA'
B,B,F,D,A,A,B,B,A,A,B,B,B,B,C,D,B,A,D,A,A,A,D,A,A,B,A,A,A,A,A,B,A,B,B,A,A,C,C,B,A,B,B,B,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,A,C,D,C,B,C,C,A,B,A,B,B,C,C,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,?,B,?,?,?,C,B,?,C,E,B,A,A,A,A,B,A,A,A,C,'ABAIXO DA M�DIA'
B,B,A,D,A,A,B,B,A,A,A,A,B,C,C,D,B,A,B,A,A,A,A,B,B,B,A,A,A,B,A,C,A,C,B,B,C,B,C,D,C,B,A,A,B,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,A,G,D,B,B,B,B,B,A,B,B,B,B,C,E,B,A,G,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,B,A,B,B,B,B,A,B,B,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,F,K,E,B,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,B,?,?,?,?,B,?,A,C,B,D,A,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,E,D,F,B,A,B,B,B,B,A,A,A,A,C,D,A,A,B,B,B,A,C,A,A,B,B,A,A,A,A,B,B,B,B,B,B,C,C,C,A,B,C,A,A,A,B,A,B,B,B,'ABAIXO DA M�DIA'
A,B,C,F,A,A,B,C,B,D,D,A,B,C,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,C,C,C,A,B,D,B,B,B,A,C,A,B,B,B,A,C,'ABAIXO DA M�DIA'
B,B,F,D,B,B,B,B,B,A,A,B,A,B,C,C,A,A,G,A,A,B,E,A,B,A,A,A,A,A,A,C,B,A,A,A,B,A,B,D,A,B,A,C,A,A,A,B,A,C,C,'ABAIXO DA M�DIA'
A,?,H,F,A,B,B,B,A,A,B,A,B,B,C,C,A,A,F,A,A,A,C,A,A,B,A,A,A,A,A,B,A,B,A,B,C,B,B,A,A,B,B,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,A,D,B,B,B,B,B,B,B,A,B,B,D,C,B,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,D,B,B,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,C,D,C,B,C,B,B,A,B,A,C,B,D,F,A,A,G,A,A,A,G,B,B,A,A,A,A,A,A,C,B,B,B,C,B,B,B,E,A,A,B,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,C,D,C,B,B,B,B,A,B,A,A,B,C,C,A,B,G,B,B,B,G,B,B,A,A,B,A,A,A,B,A,A,B,C,B,B,B,A,A,B,D,A,B,B,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,B,D,B,A,B,B,B,A,B,B,B,B,C,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,B,A,B,C,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,C,B,C,C,A,B,B,B,A,B,A,B,B,B,D,A,A,G,A,A,C,G,A,B,A,A,A,A,A,B,C,B,B,A,B,C,A,C,D,E,B,B,C,A,A,B,B,A,B,B,'ABAIXO DA M�DIA'
B,F,B,C,B,A,B,B,B,A,A,B,A,B,C,E,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,C,A,C,A,C,C,A,C,A,A,B,?,C,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,F,G,C,B,A,B,B,A,A,B,A,A,B,C,C,A,A,G,A,A,A,B,A,A,B,A,A,A,A,A,C,B,A,B,C,C,C,C,D,B,B,C,A,A,A,B,A,B,A,C,'ABAIXO DA M�DIA'
A,B,B,E,B,B,B,B,B,A,B,A,A,B,C,F,A,A,B,B,B,A,E,A,A,A,A,A,A,A,A,C,B,C,B,C,C,B,C,C,A,B,D,A,C,A,B,A,B,A,D,'ABAIXO DA M�DIA'
A,F,B,C,C,A,B,B,B,A,B,B,A,C,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,C,C,B,A,A,B,D,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,G,D,D,C,C,B,B,B,A,A,A,B,C,D,A,A,C,A,A,C,C,A,A,C,A,A,?,A,A,?,A,?,?,?,B,?,?,A,E,B,D,C,B,A,B,A,B,B,B,'ABAIXO DA M�DIA'
A,F,J,D,C,B,B,B,A,A,C,B,C,C,D,F,A,A,E,A,A,A,B,A,A,B,A,A,A,A,A,C,A,A,A,A,B,A,A,D,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,F,E,D,B,C,E,D,D,A,B,B,C,E,E,F,A,C,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,B,B,C,B,C,D,E,B,A,A,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,F,D,D,E,B,B,B,A,A,B,A,A,B,D,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,?,B,?,?,?,?,?,?,B,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,F,C,F,B,B,A,B,B,A,B,A,A,B,C,C,A,A,G,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
A,F,B,D,B,A,A,B,A,B,C,A,A,B,D,F,A,A,D,A,A,A,C,A,?,?,A,A,A,A,A,B,B,?,?,?,?,B,?,A,E,B,D,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,A,I,D,B,A,A,A,A,A,A,A,A,B,C,C,A,A,D,A,A,B,D,A,A,C,A,A,A,A,B,C,A,B,A,B,C,C,C,A,B,B,B,A,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,F,J,E,B,C,B,B,B,A,A,A,A,B,C,C,A,A,B,A,A,B,B,A,B,C,A,A,A,A,A,C,B,A,A,B,B,B,B,E,E,B,A,B,B,A,A,A,B,A,C,'ABAIXO DA M�DIA'
A,B,L,H,B,B,B,B,B,A,B,B,B,B,B,E,A,A,G,A,A,B,C,A,A,A,A,A,A,A,A,C,B,B,B,A,C,B,C,B,B,B,A,C,C,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,F,G,F,C,A,A,B,B,B,B,A,A,?,D,D,A,A,B,A,A,B,B,B,B,C,A,A,A,A,A,?,B,?,?,?,?,?,B,A,B,B,A,A,C,A,B,A,A,A,D,'ABAIXO DA M�DIA'
A,B,C,E,B,A,A,B,B,A,A,A,B,B,C,D,C,A,A,A,A,A,G,A,A,A,A,A,A,A,A,A,B,B,B,B,C,C,C,A,A,B,?,A,C,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,F,E,E,D,A,A,B,A,A,A,A,A,B,C,D,A,A,G,A,B,B,G,A,B,A,A,A,A,A,A,?,A,?,?,?,?,?,C,A,E,B,D,B,C,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,A,I,G,D,B,C,C,E,B,C,C,B,D,E,F,B,A,D,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,B,?,B,?,C,E,B,B,C,C,A,B,A,B,A,B,'ABAIXO DA M�DIA'
A,E,I,E,C,A,A,B,A,A,A,A,A,A,D,F,A,A,G,A,A,B,G,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,?,G,C,A,A,A,A,A,A,A,B,?,C,?,B,A,?,A,A,B,A,B,A,A,?,A,?,A,?,B,?,?,?,?,C,B,C,A,C,?,B,C,B,A,A,A,B,A,C,'ABAIXO DA M�DIA'
B,B,C,E,E,B,C,B,B,A,C,B,A,C,C,D,A,A,B,A,A,A,B,A,A,A,A,?,A,A,A,B,A,A,A,B,B,C,C,B,C,B,?,B,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,H,D,C,A,A,B,B,A,B,A,B,B,C,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,B,C,B,B,C,C,B,C,A,A,A,A,B,B,B,B,'ABAIXO DA M�DIA'
A,B,E,D,B,B,A,B,B,A,A,A,B,B,C,E,A,A,E,A,A,A,B,A,A,A,A,A,A,A,A,?,?,?,A,?,B,?,?,D,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,?,E,C,B,C,B,B,A,B,A,A,B,B,?,A,B,?,A,A,B,G,A,A,A,A,A,A,A,?,C,B,C,?,?,B,B,B,E,C,B,A,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,K,E,C,B,B,B,B,B,B,A,A,B,C,C,A,A,G,B,A,B,G,A,A,B,A,A,A,B,A,A,B,B,B,A,B,A,B,D,C,A,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,K,C,B,A,A,C,A,A,B,A,B,C,D,E,A,A,G,B,A,A,G,A,B,B,A,A,B,A,B,C,B,C,B,C,C,B,B,A,E,A,A,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,F,C,D,A,A,A,B,B,A,B,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,B,C,B,C,B,A,A,C,C,C,A,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,C,G,B,B,B,B,?,?,B,A,A,B,C,F,A,A,C,A,B,A,G,A,B,A,A,A,A,A,A,C,A,C,A,A,A,C,C,D,A,B,A,A,C,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,K,D,B,B,B,B,A,A,B,A,B,B,B,E,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,?,?,?,A,?,?,?,A,D,A,B,B,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,K,D,B,B,A,C,C,B,C,C,B,B,D,E,A,A,G,A,B,B,G,A,A,A,A,A,A,A,B,C,A,B,A,A,C,A,B,B,A,B,A,C,B,A,A,A,B,A,C,'ABAIXO DA M�DIA'
A,F,E,E,B,D,A,B,B,A,B,A,A,B,C,D,A,A,D,A,A,B,B,A,B,A,A,A,A,A,A,?,A,A,A,?,C,C,C,B,A,B,A,C,C,A,A,B,A,B,D,'ABAIXO DA M�DIA'
A,B,I,G,B,A,A,B,B,A,B,A,A,B,D,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,B,?,B,?,?,?,?,B,?,D,A,B,A,A,C,A,B,B,B,A,C,'ABAIXO DA M�DIA'
A,F,E,D,C,C,A,B,A,A,A,B,B,C,B,E,A,A,G,A,A,A,G,A,A,C,A,A,?,A,A,B,B,B,A,A,B,B,C,A,A,B,A,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,H,D,B,A,A,B,B,B,B,A,A,C,E,D,A,A,D,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,C,C,C,D,B,B,C,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,H,C,C,B,A,B,B,A,B,A,A,B,C,D,A,A,E,A,A,B,E,A,A,A,A,A,A,A,A,C,B,B,A,A,B,A,C,D,E,B,B,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,F,E,C,B,B,A,B,B,A,B,A,A,B,B,B,A,A,C,A,A,B,C,A,A,B,A,A,A,A,A,B,A,C,B,C,C,C,C,C,E,A,B,C,A,A,A,B,A,B,C,'ABAIXO DA M�DIA'
B,A,K,F,B,A,A,B,B,A,A,A,B,B,C,C,A,A,G,B,B,B,G,A,?,A,A,A,A,A,A,C,A,C,?,C,C,C,C,C,C,B,B,A,B,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,B,G,C,C,C,B,A,A,A,A,A,A,B,B,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,B,B,C,C,D,E,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,C,D,E,B,B,B,B,B,A,A,A,A,B,C,E,A,A,G,A,B,B,G,A,B,C,B,A,A,A,B,B,A,C,A,C,C,B,B,A,A,B,A,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,C,C,B,A,B,B,B,A,A,A,A,B,C,D,B,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,B,C,B,A,A,B,A,A,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,B,H,F,C,B,B,B,B,B,C,B,B,C,D,C,A,A,G,A,A,A,G,A,B,A,A,A,A,A,A,?,A,?,?,?,?,A,?,A,B,A,A,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,H,G,B,A,B,B,A,A,B,A,A,C,C,E,A,A,C,A,B,A,C,A,B,A,A,B,B,A,B,?,B,?,?,?,C,?,?,C,E,B,A,A,C,A,B,A,B,A,B,'ABAIXO DA M�DIA'
B,B,G,F,B,A,B,B,B,A,B,A,B,C,D,E,A,A,C,A,B,A,E,A,A,A,A,A,A,A,A,C,B,C,B,A,C,B,B,D,A,B,A,C,?,B,B,A,A,A,B,'ABAIXO DA M�DIA'
A,B,L,C,B,A,B,B,B,B,B,A,A,C,D,F,A,B,D,A,A,B,F,A,A,B,A,A,?,A,A,B,A,B,A,B,B,C,C,C,B,A,A,A,A,A,B,A,A,?,B,'ABAIXO DA M�DIA'
A,B,A,D,D,A,C,B,B,A,B,C,B,C,C,C,A,A,D,A,A,C,D,A,A,B,A,A,A,A,?,?,?,?,B,?,?,A,?,D,D,A,C,A,B,A,D,D,D,D,D,'ABAIXO DA M�DIA'
A,B,J,D,D,B,C,C,A,A,B,A,?,?,?,?,?,?,?,?,?,A,?,A,A,A,A,B,A,B,A,B,?,?,?,?,?,A,B,B,B,A,B,B,B,B,A,A,B,A,D,'ABAIXO DA M�DIA'
A,B,G,E,C,A,B,B,A,A,B,A,B,B,D,E,A,A,B,A,A,A,C,A,A,A,A,A,A,A,B,?,A,?,?,?,?,B,?,D,B,B,B,C,C,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,A,E,E,B,B,B,B,A,A,B,B,A,B,C,E,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,C,B,A,B,C,C,A,B,B,A,B,D,C,B,B,A,A,B,A,A,'ABAIXO DA M�DIA'
A,C,C,D,C,B,B,B,?,A,A,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,A,A,A,C,B,C,C,A,B,B,A,B,A,A,B,A,A,C,'ABAIXO DA M�DIA'
A,D,G,D,C,C,B,B,B,A,A,A,A,B,C,B,B,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,B,B,B,B,B,C,B,C,B,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,E,E,?,D,B,B,B,A,B,B,B,D,D,D,A,A,E,A,A,A,E,A,A,B,A,B,A,A,B,?,?,?,?,A,?,A,?,D,C,B,B,B,B,A,D,D,A,A,B,'ABAIXO DA M�DIA'
B,B,K,E,?,B,B,B,B,A,A,A,B,B,C,E,A,A,C,A,A,A,D,A,A,B,A,A,A,A,A,B,A,B,A,A,B,A,B,A,A,B,B,A,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,A,F,C,C,B,B,B,B,B,B,A,A,B,D,E,A,A,C,A,A,C,?,A,A,A,A,A,A,A,A,B,A,B,A,?,C,B,C,?,A,A,A,A,A,B,A,A,B,A,A,'ABAIXO DA M�DIA'
A,B,E,E,A,A,A,B,A,A,A,A,A,B,D,F,A,A,B,A,A,A,F,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,A,B,D,B,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,K,H,C,A,B,B,B,A,B,A,B,B,D,C,A,B,E,A,A,A,F,A,A,A,A,A,A,A,A,C,A,C,B,A,B,B,A,B,E,B,B,A,A,C,A,A,A,A,B,'ABAIXO DA M�DIA'
A,E,A,G,B,B,B,B,A,A,A,A,B,B,C,C,A,A,B,A,A,B,A,B,B,A,A,A,A,A,A,C,A,C,C,A,B,A,A,C,A,B,A,C,B,B,D,D,A,A,B,'ABAIXO DA M�DIA'
B,B,D,D,C,B,B,B,B,A,B,B,B,B,C,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,A,A,B,C,C,B,B,C,C,A,B,B,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,A,D,D,C,B,B,B,B,A,B,A,B,B,C,B,A,A,G,A,A,A,G,A,A,A,A,A,B,A,B,C,B,C,B,A,C,B,C,D,E,B,B,A,A,A,C,A,B,A,C,'ABAIXO DA M�DIA'
A,D,C,C,A,B,B,B,A,A,A,A,B,B,C,B,A,A,C,A,A,B,F,A,A,A,A,A,A,A,A,C,B,B,B,C,B,C,C,A,D,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,B,C,E,D,D,C,C,B,C,B,C,B,D,D,C,?,G,B,A,?,G,A,A,A,A,A,A,A,A,C,B,C,A,C,C,C,C,E,B,B,D,C,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,B,D,D,C,B,C,B,B,A,B,A,A,C,D,D,A,A,B,A,A,A,B,A,A,A,A,A,B,A,A,C,B,C,B,C,C,C,C,A,B,A,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,A,H,D,C,C,B,C,B,A,B,A,A,D,C,D,A,A,A,B,B,A,G,B,B,B,A,A,A,A,A,B,B,A,A,B,B,B,B,A,C,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,E,A,C,B,A,B,B,B,A,B,B,B,B,C,C,A,B,B,B,B,A,E,A,A,B,A,A,A,A,A,C,A,A,B,B,C,C,C,A,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,B,C,?,C,B,B,A,A,B,A,D,C,D,E,A,A,G,A,A,A,B,A,A,A,A,A,A,A,A,C,B,C,C,C,C,B,C,B,E,B,C,A,A,A,B,A,B,A,C,'ABAIXO DA M�DIA'
A,B,A,C,B,B,B,B,B,A,A,A,B,C,D,D,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,B,A,A,B,C,B,B,B,A,A,B,B,A,A,A,B,B,B,B,C,'ABAIXO DA M�DIA'
B,A,I,D,A,B,B,C,A,A,A,A,A,B,C,B,A,A,C,A,B,B,G,A,B,A,A,A,A,A,A,?,B,?,?,?,C,?,?,A,A,B,A,A,A,B,B,A,A,A,D,'ABAIXO DA M�DIA'
B,B,D,C,D,D,C,B,B,A,A,B,B,B,C,C,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,B,B,C,C,B,A,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,H,D,D,A,B,B,B,A,B,B,A,B,D,C,A,A,C,A,A,A,D,A,B,B,A,A,A,A,A,C,B,C,B,A,C,C,C,D,A,B,B,C,A,A,A,A,B,B,C,'ABAIXO DA M�DIA'
B,E,G,D,A,B,A,B,B,A,B,A,B,E,D,E,A,A,F,A,A,A,F,A,A,B,A,A,A,A,A,B,A,B,A,C,C,A,A,D,E,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,E,C,C,?,C,C,C,C,A,C,A,A,D,D,F,A,A,D,A,?,A,B,A,B,B,A,A,A,A,A,C,B,B,B,C,C,B,C,D,C,B,C,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,A,C,C,A,C,C,C,A,C,B,B,B,C,E,A,B,G,A,B,B,G,A,B,C,A,A,A,A,B,?,?,?,?,C,?,?,C,C,E,B,D,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,C,C,C,B,B,B,B,A,B,A,B,C,D,D,A,A,B,A,A,A,G,A,A,C,A,A,A,A,A,C,A,C,A,C,C,C,C,B,A,B,C,A,A,A,A,B,A,A,C,'ABAIXO DA M�DIA'
B,B,A,D,C,A,B,B,B,B,B,A,A,B,B,D,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,B,A,B,A,C,B,C,B,A,B,B,C,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,E,G,D,C,B,B,D,B,A,B,A,B,C,E,E,A,A,B,A,B,B,G,A,B,B,A,A,A,A,?,C,B,C,C,B,C,B,C,B,A,B,C,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,E,B,C,B,A,B,B,A,A,A,A,A,B,C,D,A,A,D,A,A,A,D,A,A,B,A,A,A,A,A,B,A,A,?,?,B,C,B,D,A,B,C,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,F,D,B,A,A,B,A,A,A,B,B,B,D,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,A,A,C,A,C,B,C,C,A,B,C,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,I,D,C,B,B,B,B,A,A,A,B,C,D,F,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,?,B,?,?,?,B,?,?,B,A,B,D,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,I,D,C,B,A,B,B,A,B,A,B,D,E,F,A,A,G,A,B,A,E,A,B,B,B,B,B,A,B,C,A,C,B,C,C,C,C,B,A,B,B,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,C,C,D,C,B,C,B,A,B,A,B,C,D,D,A,A,C,A,A,A,G,A,A,B,A,A,A,A,A,B,A,C,C,C,C,C,C,C,A,B,D,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,I,C,B,A,B,B,B,A,B,D,B,B,C,E,A,A,E,A,A,A,F,A,B,A,A,A,A,A,A,C,A,B,A,A,B,B,A,A,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,D,D,C,D,E,B,B,A,A,A,B,C,D,E,A,A,E,A,A,B,G,A,A,B,A,A,A,A,A,C,B,C,B,C,C,B,B,B,A,B,B,A,A,A,A,A,B,A,C,'ABAIXO DA M�DIA'
A,B,C,C,B,B,B,B,B,A,B,B,B,B,C,E,A,A,E,A,A,A,E,A,A,B,A,A,A,A,A,B,B,B,B,A,B,C,C,B,E,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,D,G,C,B,B,B,A,A,B,A,B,B,C,F,A,A,G,A,?,A,G,A,A,A,A,A,A,A,A,B,A,C,A,A,B,B,A,B,A,A,A,A,C,A,B,A,B,A,B,'ABAIXO DA M�DIA'
A,B,C,E,D,A,B,B,?,A,B,B,C,C,E,E,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,C,D,A,B,A,C,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,G,E,C,B,B,B,B,A,B,A,B,B,C,E,A,A,B,A,A,A,E,A,A,A,A,A,A,A,A,B,A,C,A,A,B,A,A,D,B,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,C,G,E,B,B,B,B,B,A,B,A,B,B,E,E,A,A,C,A,A,A,D,A,A,A,?,A,A,A,A,B,A,C,A,A,A,A,C,B,A,B,C,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,I,E,C,A,C,B,B,A,B,B,B,B,D,D,A,A,F,A,A,B,D,A,A,B,A,A,B,A,B,?,?,?,B,?,?,B,?,A,E,B,A,C,B,A,A,A,B,A,B,'ABAIXO DA M�DIA'
A,?,L,C,C,B,A,B,A,A,B,A,B,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,C,C,C,B,C,B,E,B,B,A,A,A,A,B,B,B,C,'ABAIXO DA M�DIA'
B,B,B,C,A,B,B,C,C,A,B,B,A,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,A,B,A,B,A,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,G,E,B,A,A,B,B,A,A,A,B,B,C,C,A,A,D,A,A,B,G,A,B,B,A,A,A,A,A,C,B,C,C,B,B,B,B,B,A,B,A,C,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,E,D,?,B,A,B,B,A,A,B,A,A,B,C,D,A,A,E,A,A,B,G,A,B,B,A,B,A,A,B,C,A,B,A,C,C,C,C,A,A,B,A,A,A,A,B,A,A,A,B,'ABAIXO DA M�DIA'
B,A,L,A,C,A,B,B,B,A,A,A,B,B,D,D,A,A,C,A,A,A,E,A,A,A,A,A,A,A,A,C,B,B,C,A,C,C,C,B,B,B,B,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,D,H,D,D,B,A,B,B,A,B,A,A,B,D,D,A,B,C,A,A,B,D,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,C,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,F,D,C,B,C,B,A,A,A,A,E,B,C,C,A,B,E,A,A,A,E,A,A,B,A,A,A,A,A,C,A,B,A,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,D,D,C,B,B,B,B,B,B,A,B,B,C,C,A,A,E,A,A,A,G,A,A,B,A,A,A,A,?,B,B,B,B,B,C,B,B,A,B,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,C,H,E,B,B,B,B,B,A,A,A,A,B,C,C,A,A,G,A,A,B,G,A,A,?,A,A,A,A,A,B,B,C,C,A,C,B,C,A,A,B,D,B,C,A,A,A,A,D,B,'ABAIXO DA M�DIA'
B,B,L,E,C,D,B,B,B,A,A,A,A,B,C,F,A,A,A,B,B,A,A,B,B,B,A,A,A,A,B,?,B,?,?,?,?,?,C,C,B,B,A,A,B,A,B,B,B,B,C,'ABAIXO DA M�DIA'
A,B,A,C,C,A,C,B,A,A,B,A,A,B,C,D,A,B,G,B,B,B,D,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,B,B,A,B,B,A,A,B,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,L,C,B,A,B,B,B,C,B,C,B,E,E,F,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,B,E,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,F,D,C,D,B,B,B,A,B,A,A,B,C,C,A,A,E,A,A,B,G,B,B,C,A,A,A,A,?,?,B,B,B,C,B,C,B,D,C,B,A,B,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,C,I,D,B,C,B,B,B,A,A,A,A,C,D,D,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,C,B,B,C,C,A,A,C,A,B,A,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
