@relation 'ALUNO ORD TOTAL. IDEB-EXCLUIDOS ALUNOS S RESP APSOCIOestevam'

@attribute TX_RESP_Q001 {A,B}
B,C,?,?,?,A,B,B,A,A,A,A,A,B,B,C,A,A,G,B,B,A,G,A,A,A,A,A,A,B,A,?,?,?,?,?,?,?,?,?,E,A,?,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,D,F,A,B,B,B,B,A,A,A,A,B,B,C,A,A,G,B,B,A,G,A,A,A,A,A,A,B,A,?,?,?,?,?,?,?,?,D,E,A,D,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,A,E,C,B,B,B,A,A,B,A,A,B,C,F,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,B,B,B,B,A,B,A,B,A,A,A,A,'ABAIXO DA M�DIA'
A,A,G,D,C,B,B,C,A,A,B,C,B,E,E,F,A,B,F,A,A,A,E,A,?,B,B,B,B,A,A,?,A,?,?,?,A,?,?,B,B,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,A,D,A,B,A,B,A,A,A,A,A,B,D,E,A,A,B,A,A,A,?,A,A,A,A,A,A,A,A,C,A,B,A,C,B,B,A,A,D,A,A,A,B,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,F,E,F,A,A,A,C,A,A,B,A,A,B,D,D,A,A,D,A,A,A,B,A,A,B,A,A,A,A,A,B,A,B,C,B,B,C,B,B,A,B,A,A,A,A,A,B,A,A,A,'ABAIXO DA M�DIA'
A,B,H,D,B,B,B,B,B,A,A,A,A,B,B,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,?,?,B,?,?,B,?,?,D,E,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,I,D,C,B,B,B,B,A,B,A,B,C,D,E,A,A,G,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,C,E,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,B,C,E,B,E,C,B,A,B,A,C,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,D,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,D,C,B,A,B,B,B,A,A,A,A,B,C,E,A,A,?,A,A,A,C,A,A,A,A,?,A,A,B,?,?,?,A,?,B,?,?,B,?,B,B,A,A,A,B,A,A,A,A,'ABAIXO DA M�DIA'
B,B,K,D,B,A,B,B,B,A,B,B,A,B,C,D,B,A,F,A,A,A,G,A,A,A,A,A,A,A,A,B,A,C,A,A,A,B,B,A,E,B,C,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,I,D,C,C,C,B,A,A,B,A,D,B,C,E,A,B,G,A,A,A,G,A,A,B,A,A,A,B,A,C,B,C,C,C,C,C,C,C,E,B,D,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,E,D,B,B,B,B,A,A,B,A,A,B,C,D,A,A,E,A,A,A,C,B,B,A,A,A,A,A,A,C,A,C,B,A,A,B,C,B,C,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,B,C,D,C,C,C,B,A,B,C,D,D,D,D,B,A,F,A,A,B,F,A,A,A,A,A,A,A,A,B,A,C,A,B,B,A,B,A,A,B,B,A,A,A,A,A,B,A,A,'ABAIXO DA M�DIA'
B,B,L,C,B,C,B,B,B,A,A,B,B,A,B,F,A,A,C,A,A,A,C,A,A,B,A,A,A,B,A,?,B,C,A,B,B,?,A,B,A,B,B,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,K,F,E,D,C,C,A,A,B,C,B,E,E,F,C,B,G,A,A,A,G,A,A,B,A,A,A,A,A,?,B,?,?,?,?,B,?,A,A,B,A,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,G,D,C,A,B,B,B,A,B,A,A,B,D,D,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,?,A,?,?,A,?,A,?,C,A,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,G,E,B,A,B,B,B,A,B,B,B,B,C,D,A,A,B,A,A,C,B,A,A,C,A,A,A,A,A,C,B,C,B,A,C,C,B,D,E,B,A,C,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,A,H,F,E,C,C,B,?,A,B,B,B,C,D,F,A,B,G,A,A,A,G,A,A,B,A,A,A,A,A,?,A,?,A,A,B,A,B,D,E,B,A,C,B,A,A,A,A,A,D,'ACIMA DA M�DIA '
B,A,E,E,C,B,C,B,B,A,B,A,A,C,D,F,A,B,B,A,A,A,E,A,A,A,A,A,A,A,A,?,A,?,?,?,?,A,?,A,A,A,A,A,B,A,B,A,A,A,A,'ACIMA DA M�DIA '
A,F,G,E,B,A,B,B,B,A,B,B,B,B,C,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,?,?,A,?,?,A,?,A,E,A,B,A,B,A,A,A,A,A,C,'ACIMA DA M�DIA '
A,F,?,D,B,A,B,B,A,A,A,A,A,B,C,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,A,C,A,A,C,B,A,B,B,A,?,C,B,A,A,A,A,A,C,'ACIMA DA M�DIA '
A,B,F,D,C,?,A,B,B,A,A,A,B,B,C,E,A,A,E,A,A,C,G,A,B,A,A,A,A,A,A,C,B,C,B,A,?,?,?,B,A,B,B,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,E,I,E,C,C,B,B,B,B,A,A,A,C,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,B,A,C,B,B,B,B,A,A,B,A,C,B,A,B,A,B,A,D,'ACIMA DA M�DIA '
B,B,G,D,C,B,C,B,B,B,B,A,B,C,D,F,?,A,C,A,A,A,C,A,A,A,A,A,A,A,A,C,A,B,A,B,C,B,C,D,E,B,A,A,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,B,E,D,B,A,B,C,B,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,C,C,B,C,C,E,B,A,A,B,A,B,A,B,A,D,'ACIMA DA M�DIA '
B,C,C,D,B,B,A,B,A,A,A,B,A,B,C,F,A,A,A,A,B,A,D,A,B,A,A,A,B,A,A,C,C,B,C,A,B,C,A,C,E,A,C,B,B,A,C,A,C,A,A,'ACIMA DA M�DIA '
B,B,D,D,A,B,C,C,A,A,B,B,B,C,C,E,A,C,G,A,A,A,G,B,B,C,A,A,A,A,B,C,B,C,A,B,C,B,C,A,A,B,B,A,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
B,E,I,E,D,D,C,C,B,B,B,A,A,B,C,F,A,A,A,B,B,A,C,A,A,B,A,B,A,A,A,C,A,B,A,C,B,C,C,B,A,A,A,C,B,A,A,B,A,B,C,'ACIMA DA M�DIA '
B,A,I,E,D,B,A,B,B,A,B,A,B,B,C,D,B,A,C,A,A,B,B,A,A,A,A,A,A,A,A,B,A,B,A,B,C,B,B,B,A,B,B,C,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
B,B,E,D,C,A,A,B,B,A,B,A,B,B,C,E,A,A,D,A,A,A,E,A,A,A,A,A,A,A,A,C,B,C,B,C,B,C,B,A,A,B,A,C,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,L,D,B,B,A,B,B,A,A,A,A,B,C,C,A,A,E,A,A,C,G,A,A,B,A,A,A,A,A,B,B,B,A,B,C,B,B,A,B,B,B,C,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
B,F,I,D,C,B,C,B,B,B,A,B,A,?,D,E,A,A,G,A,A,A,G,A,A,C,A,A,B,A,A,C,C,C,C,C,C,C,C,A,A,B,A,C,A,A,B,B,B,B,B,'ACIMA DA M�DIA '
B,B,D,D,B,C,C,B,?,A,B,A,A,B,C,E,A,B,C,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,C,C,C,C,?,A,B,B,C,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,F,K,D,C,B,C,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,B,?,A,?,C,D,B,B,C,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
B,A,C,C,B,B,E,B,B,A,A,A,A,C,D,E,A,A,G,A,A,B,G,?,B,A,?,A,A,A,A,C,A,B,A,A,C,B,B,C,B,B,A,A,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,B,K,D,B,B,B,B,B,A,B,B,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,?,C,B,C,C,C,C,B,C,C,A,B,B,C,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
B,F,K,C,B,A,B,B,B,A,B,A,A,C,D,C,A,A,B,A,A,A,B,A,A,B,A,A,A,A,B,?,?,?,B,?,?,?,C,B,A,B,C,C,A,A,B,B,B,B,C,'ACIMA DA M�DIA '
B,A,K,B,B,A,A,C,E,A,A,A,A,B,C,C,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,A,C,A,C,C,C,C,B,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,D,E,B,B,B,B,A,B,B,A,A,C,C,D,A,B,G,A,A,B,C,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,B,B,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
B,E,F,D,B,A,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,C,C,C,C,B,A,B,C,A,A,A,B,A,A,A,C,'ACIMA DA M�DIA '
A,B,D,G,C,B,?,B,B,A,A,A,A,B,C,F,B,C,G,A,A,A,D,A,A,B,A,A,A,A,B,C,B,B,C,A,C,B,B,B,C,A,C,A,A,C,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,E,H,B,A,A,B,A,A,A,A,A,B,C,F,A,B,D,A,A,A,D,A,A,C,A,B,?,A,B,?,A,?,?,?,C,C,C,A,C,A,C,A,A,B,B,A,B,A,C,'ACIMA DA M�DIA '
A,C,B,E,D,D,D,B,B,?,B,?,B,B,D,F,?,B,G,A,A,B,G,A,A,C,A,A,A,A,A,C,C,C,C,C,B,B,B,E,A,A,A,A,C,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,I,F,B,B,B,C,B,B,B,A,A,B,C,F,A,A,G,A,A,C,G,A,A,B,A,A,A,A,A,C,B,?,B,B,C,A,A,A,A,B,A,A,B,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,E,B,D,C,B,B,B,B,A,B,A,A,B,C,B,A,A,D,A,A,B,B,A,A,B,A,A,A,A,B,C,A,B,B,B,C,C,C,D,A,B,B,C,B,A,A,B,A,A,C,'ACIMA DA M�DIA '
A,F,F,E,C,B,B,B,A,A,A,A,A,B,C,F,A,A,G,A,A,B,G,A,A,A,A,A,A,A,B,?,A,?,?,?,?,?,A,C,E,B,B,C,B,A,D,A,D,A,A,'ACIMA DA M�DIA '
B,F,E,C,B,B,B,B,B,A,A,A,B,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,A,C,C,B,C,A,E,B,B,A,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,B,L,C,D,B,A,B,B,B,B,A,A,B,C,D,A,A,E,A,A,A,G,A,A,B,A,A,A,A,A,?,?,?,B,?,?,?,C,A,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,C,J,D,D,B,C,B,A,A,A,A,B,B,C,C,A,A,E,A,A,A,A,B,B,A,A,A,A,A,A,B,A,B,A,A,C,B,B,B,B,B,B,A,A,A,B,B,A,B,B,'ACIMA DA M�DIA '
A,B,F,D,B,A,A,B,B,A,A,A,B,B,C,D,A,A,G,A,A,A,G,A,A,C,A,A,A,A,B,?,?,?,B,?,C,C,C,D,E,B,A,C,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,A,A,C,B,C,B,B,B,A,C,A,A,B,C,C,A,B,C,A,A,A,B,A,A,A,A,B,A,A,A,C,A,A,A,C,C,A,C,D,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,A,I,D,B,A,A,B,B,A,B,A,A,B,C,F,A,A,A,B,B,A,G,A,A,B,A,A,A,A,A,B,A,B,B,C,C,C,B,E,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,A,C,D,B,B,B,B,B,B,B,B,A,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,A,C,B,C,A,E,B,A,A,B,A,A,A,A,A,D,'ACIMA DA M�DIA '
B,B,J,E,D,A,C,B,B,A,B,A,B,C,C,F,A,A,F,A,A,A,D,A,A,B,A,A,A,A,A,C,B,?,B,B,C,A,A,A,A,B,A,C,B,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,B,J,E,D,?,C,C,C,?,?,B,A,C,D,D,A,B,G,A,A,A,E,A,A,B,A,A,A,A,A,C,A,C,A,A,B,B,B,B,E,B,A,B,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,A,D,B,B,C,B,A,A,B,B,A,B,D,E,B,A,C,A,A,A,B,A,A,A,A,A,A,A,A,C,A,?,A,C,C,C,C,A,D,B,A,C,B,A,?,A,A,A,A,'ACIMA DA M�DIA '
B,B,L,D,B,A,A,B,A,A,A,A,A,B,C,E,B,A,E,A,A,C,G,A,A,B,A,A,A,A,B,?,A,?,?,?,?,B,?,C,B,A,A,C,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,A,H,F,B,A,B,B,B,B,A,B,B,A,A,F,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,C,A,B,A,?,?,B,C,C,C,B,A,B,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,F,F,C,B,B,B,B,A,A,A,A,C,C,D,A,A,G,A,A,A,A,A,A,B,A,A,?,A,B,?,A,?,?,?,?,?,?,D,D,B,C,A,B,A,B,A,A,A,C,'ACIMA DA M�DIA '
B,B,B,C,C,B,B,B,B,A,B,A,A,B,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,C,C,C,B,A,A,B,C,A,A,A,A,A,A,A,D,'ACIMA DA M�DIA '
A,C,L,C,B,B,B,B,B,A,B,A,C,C,D,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,A,B,C,A,A,B,B,C,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,E,D,B,B,A,B,B,B,A,B,B,B,C,B,A,A,G,A,B,A,A,A,B,A,A,A,A,A,A,C,A,C,C,C,C,C,C,A,A,A,A,A,A,A,B,A,B,B,A,'ACIMA DA M�DIA '
B,A,C,C,B,A,A,B,B,A,B,A,A,B,C,D,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,C,A,B,A,C,C,B,C,A,E,B,B,A,A,A,A,A,B,A,D,'ACIMA DA M�DIA '
A,B,I,D,B,B,B,C,B,A,A,A,A,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,A,A,C,C,C,A,E,B,B,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,B,D,D,C,C,B,C,C,A,B,A,A,B,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,A,A,C,B,C,A,D,E,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,C,D,C,?,B,B,C,B,A,A,A,A,C,D,E,B,A,F,A,A,B,C,B,B,A,A,A,A,A,A,C,A,C,A,C,C,A,?,A,B,B,A,B,A,A,A,A,A,A,C,'ACIMA DA M�DIA '
A,B,L,D,E,B,B,C,C,A,B,B,A,C,C,D,A,A,E,A,A,A,C,A,B,B,A,A,A,A,A,B,?,A,B,B,C,B,B,A,B,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,E,C,C,A,D,B,B,A,B,B,B,B,C,C,A,A,C,A,A,A,B,B,B,A,A,A,A,A,A,?,B,?,?,?,C,?,?,B,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,E,D,?,B,B,B,B,A,B,A,A,B,C,B,A,A,G,A,A,B,G,A,B,B,A,A,A,A,A,C,B,C,B,A,C,A,C,D,E,B,A,A,A,A,B,B,B,B,B,'ACIMA DA M�DIA '
A,D,J,E,B,B,B,B,B,D,B,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,B,C,D,B,C,A,B,B,A,B,B,A,A,'ACIMA DA M�DIA '
A,B,E,D,C,C,B,C,B,B,B,B,A,B,C,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,A,B,B,B,B,B,B,B,A,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
B,B,L,D,B,B,B,C,B,A,B,A,A,C,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,C,A,C,C,A,D,B,A,B,B,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,B,F,D,B,B,B,B,B,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,C,C,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,C,L,C,E,C,D,C,C,B,B,B,B,C,C,C,A,A,G,A,A,A,A,B,B,B,A,A,A,A,A,C,B,C,B,A,B,B,C,D,A,B,B,A,A,A,A,A,B,A,B,'ACIMA DA M�DIA '
A,B,G,D,C,C,B,B,B,A,B,A,A,B,C,B,A,A,G,A,A,B,G,B,B,B,A,A,A,A,A,C,A,C,B,A,B,B,B,C,B,B,A,A,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
B,B,B,E,C,B,B,B,B,A,B,A,B,B,C,C,A,A,D,A,A,C,B,A,A,B,A,A,A,A,A,C,A,B,A,A,B,C,B,D,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,C,G,D,B,A,A,B,B,A,B,A,E,D,D,E,A,A,C,A,A,A,C,A,A,B,A,A,A,A,B,?,?,?,A,?,?,?,C,A,A,B,C,A,A,A,A,A,B,B,B,'ACIMA DA M�DIA '
A,B,K,D,C,B,B,B,B,A,B,B,B,B,C,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,A,A,B,A,C,D,D,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,C,G,D,B,B,B,B,B,A,C,C,B,C,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,A,C,B,C,C,E,B,A,B,?,B,B,A,A,B,C,'ACIMA DA M�DIA '
B,F,I,E,B,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,B,G,A,B,B,A,A,A,A,A,C,A,C,B,A,B,?,?,C,B,B,C,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,F,F,D,E,C,A,B,B,A,B,A,B,C,C,B,A,B,G,A,A,B,A,B,B,A,A,A,A,A,A,C,B,C,B,A,C,C,C,D,A,B,A,A,A,A,A,A,B,A,B,'ACIMA DA M�DIA '
A,B,L,D,?,B,B,B,B,A,A,A,A,B,C,C,A,B,E,A,?,A,F,A,A,B,A,A,A,A,A,?,A,?,A,A,B,B,C,B,A,B,A,A,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,B,C,C,D,E,D,B,B,A,B,A,B,C,C,D,A,A,G,A,A,A,G,B,A,A,A,A,A,A,A,C,A,A,B,A,B,A,B,E,D,B,A,A,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
B,B,C,C,C,B,B,B,B,A,B,A,B,C,D,D,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,A,B,B,A,D,C,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
A,B,D,D,D,B,C,B,B,A,C,E,D,C,C,D,A,A,F,A,A,A,G,A,A,B,A,A,A,A,A,C,A,B,A,A,C,A,C,D,E,B,B,B,A,B,A,A,A,A,B,'ACIMA DA M�DIA '
A,C,E,D,B,B,B,B,B,A,A,A,A,B,B,D,A,A,G,B,B,B,G,B,A,B,A,A,A,A,B,A,C,B,A,A,B,A,C,B,A,B,A,A,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,C,L,D,C,A,D,B,B,A,B,A,A,B,B,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,C,E,D,B,A,B,B,B,A,B,C,C,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,A,B,B,C,D,A,B,B,B,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
A,B,L,C,C,B,B,B,B,A,B,A,B,B,D,D,A,A,E,A,A,B,F,A,A,A,A,A,A,A,B,B,B,C,B,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,D,D,C,A,B,B,B,A,B,A,A,B,B,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,B,C,B,B,A,A,B,A,C,A,A,A,B,A,A,B,'ACIMA DA M�DIA '
B,B,B,C,B,C,B,B,B,A,A,B,A,B,C,D,A,A,G,A,A,A,G,A,B,B,A,A,B,A,A,B,B,?,A,C,B,C,C,A,B,B,B,C,B,A,A,A,B,A,B,'ACIMA DA M�DIA '
B,B,G,D,C,D,B,B,B,A,A,A,B,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,A,B,B,A,D,C,B,A,C,A,A,B,A,B,A,A,'ACIMA DA M�DIA '
B,B,G,D,D,B,B,B,B,A,B,B,B,B,C,C,A,A,E,A,A,A,C,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,B,D,C,B,B,C,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,E,D,B,B,B,B,B,A,B,A,B,B,B,E,A,A,G,A,A,A,G,B,A,A,A,A,A,A,A,B,B,B,C,C,C,B,C,B,B,B,A,B,A,A,B,A,A,A,A,'ACIMA DA M�DIA '
A,B,A,C,C,B,B,B,B,A,B,B,B,C,D,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,B,C,B,C,A,E,B,A,B,A,A,A,A,B,A,B,'ACIMA DA M�DIA '
A,B,G,D,C,E,B,B,B,A,C,A,A,B,E,B,A,B,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,C,B,A,C,C,A,C,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,G,D,B,B,B,B,B,A,B,A,A,B,B,B,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,A,A,B,B,B,B,C,B,C,C,B,A,B,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
B,B,I,D,C,C,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,C,A,C,C,B,C,A,B,C,A,A,A,A,B,A,B,B,'ACIMA DA M�DIA '
A,B,H,E,B,B,B,B,A,A,A,A,A,C,C,C,A,A,D,A,A,B,E,A,A,A,A,A,A,A,A,B,B,C,A,A,B,B,B,D,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,A,G,D,C,A,B,B,B,A,B,B,B,B,C,D,A,A,E,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,B,B,B,C,D,B,B,A,A,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,A,C,D,B,B,B,B,A,A,B,A,A,B,D,F,A,A,B,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,C,A,A,C,C,A,A,B,B,A,C,A,B,A,A,A,A,'ACIMA DA M�DIA '
A,A,L,D,A,C,B,B,B,A,A,A,A,B,B,B,A,A,G,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,C,A,C,B,C,C,B,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,F,A,C,A,A,B,B,B,A,B,A,B,B,C,D,A,A,E,A,A,C,E,A,A,B,A,A,A,A,A,C,A,B,A,A,B,B,B,D,C,B,A,C,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,B,H,D,C,D,C,B,B,A,C,B,B,C,D,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,C,D,B,B,C,B,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,L,C,B,B,A,B,B,A,B,A,C,B,C,D,A,A,F,A,A,B,G,A,A,C,A,A,A,A,A,C,B,C,A,A,B,B,C,D,D,B,A,C,A,A,A,A,A,A,A,'ACIMA DA M�DIA '
B,F,A,C,C,A,C,B,B,A,B,B,A,B,C,C,A,A,G,A,A,B,F,A,A,A,A,A,A,A,A,C,B,C,B,B,C,B,B,A,C,A,A,C,?,A,A,A,B,B,B,'ACIMA DA M�DIA '
A,B,I,D,C,B,C,B,B,B,B,B,A,C,D,E,A,A,B,A,A,A,B,A,A,B,A,B,A,A,A,B,A,B,C,C,B,C,A,D,B,B,A,A,A,A,A,B,A,A,B,'ACIMA DA M�DIA '
B,A,C,D,D,C,B,C,B,A,C,B,B,B,D,D,A,A,D,A,A,B,C,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,A,H,D,B,B,B,B,B,A,B,A,B,B,C,C,A,B,E,A,A,A,E,A,A,B,A,A,A,A,A,C,A,B,C,A,C,B,C,D,A,B,B,C,A,A,?,A,A,B,B,'ACIMA DA M�DIA '
A,F,K,C,C,D,E,B,B,A,B,A,B,C,D,C,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,B,B,A,A,A,A,A,B,'ACIMA DA M�DIA '
B,B,H,D,C,B,C,B,B,A,B,A,B,B,C,C,A,A,G,B,B,B,G,B,B,A,A,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,A,A,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,B,J,D,C,B,B,B,B,A,B,A,A,B,C,B,A,A,E,A,A,B,F,A,A,A,A,A,A,A,A,?,A,A,B,A,C,B,B,B,C,B,B,C,A,A,B,A,B,B,B,'ACIMA DA M�DIA '
B,B,B,C,B,B,B,B,B,A,B,B,A,B,C,D,A,A,E,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,B,A,B,B,C,D,E,B,A,C,A,A,A,A,B,A,B,'ACIMA DA M�DIA '
A,C,G,F,C,C,C,B,B,B,B,B,B,B,E,D,A,B,C,A,B,B,D,B,B,A,A,A,A,A,A,B,A,B,C,A,C,A,C,D,B,B,A,C,A,A,B,A,A,A,B,'ACIMA DA M�DIA '
A,A,I,D,C,E,E,B,B,A,B,B,B,C,B,C,C,A,B,A,A,B,F,A,A,C,A,A,A,A,A,B,A,B,A,A,A,A,B,D,B,B,A,A,A,A,B,A,B,A,B,'ACIMA DA M�DIA '
A,B,A,D,C,D,C,B,B,A,B,A,B,C,D,F,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,A,?,?,B,A,B,C,A,B,A,B,A,B,A,A,A,A,A,A,B,'ACIMA DA M�DIA '
A,B,B,F,B,B,B,B,B,B,A,A,A,B,C,C,A,A,B,A,B,B,G,A,B,C,A,A,A,A,A,C,B,B,B,C,C,C,B,D,A,B,A,A,A,C,B,B,B,B,C,'ABAIXO DA M�DIA'
