Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_N·meros,Cidade,UF,Ganhadores_14_N·meros,Ganhadores_13_N·meros,Ganhadores_12_N·meros,Ganhadores_11_N·meros,Valor_Rateio_15_N·meros,Valor_Rateio_14_N·meros,Valor_Rateio_13_N·meros,Valor_Rateio_12_N·meros,Valor_Rateio_11_N·meros,Acumulado_15_N·meros,Estimativa_Premio,Valor_Acumulado_Especial,outros1,outros2
21,24,1,8,20,17,25,18,11,5,15,23,22,16,13,0,0,8,RJ,611,15775,239227,918806,0,331,96,10,4,2,475.058,19,0,0
3,1,12,6,20,11,5,16,24,2,8,23,13,4,18,0,5,VILA VELHA,SE,473,17329,259119,1359430,326.388,90,1.048,22,10,4,2,0,0,0
21,3,14,6,2,1,25,9,15,13,20,24,23,7,5,0,3,CASTEL?NDIA,SE,301,14090,182825,1000015,264.578,33,1.130,14,10,4,2,0,0,0
1,11,14,5,15,10,2,6,21,18,3,24,8,23,22,0,1,BELO JARDIM,SP,350,14833,215986,1200787,1.166.134,45,1.427,92,10,4,2,0,0,0
9,1,19,13,14,4,12,15,25,2,22,8,18,17,6,0,2,UMUARAMA,SP,474,15818,152856,784846,370.695,33,667,8,10,4,2,0,0,0
18,3,9,21,19,22,8,15,10,23,14,2,20,4,13,0,39,OSASCO,SP,1363,18402,206939,965304,30.597,68,373,8,10,4,2,0,0,0
18,10,1,13,19,9,16,14,24,2,6,3,22,8,23,0,3,PILAR DO SUL,SP,531,16831,202659,1017291,302.468,28,729,59,10,4,2,0,0,0
1,7,20,4,19,12,24,3,15,17,16,2,10,23,22,0,1,S?O PAULO,SP,386,15449,205259,1185853,1.467.158,17,1.628,97,10,4,2,0,0,0
4,16,24,6,8,11,15,10,1,21,5,12,9,7,20,0,0,2,SP,239,8661,119123,733474,0,1.973,3,10,4,2,1.100.295,3,0,0
7,22,25,4,13,23,6,5,1,20,3,10,18,8,16,0,1,RIO DE JANEIRO,DF,614,25288,329486,1467483,2.382.496,82,894,98,10,4,2,0,0,0
24,3,25,10,17,13,16,22,15,4,1,23,12,11,21,0,4,0,GO,268,9173,148445,853294,214.073,5,1.369,34,10,4,2,0,0,0
2,18,9,11,7,13,6,1,4,25,12,20,21,22,10,0,1,1,SP,491,15871,198340,1108489,1.294.736,87,1.130,12,10,4,2,0,0,0
2,5,11,23,22,15,8,24,20,21,19,3,7,4,25,0,0,8,GO,245,10219,148861,869873,0,1.729,59,10,4,2,988.749,60,0,0
4,7,13,23,10,20,2,9,1,15,24,17,12,25,11,0,11,FEIRA DE SANTANA,SP,1312,35908,358227,1677488,164.220,21,266,9,10,4,2,0,0,0
7,11,2,14,18,5,21,19,16,3,15,12,24,13,6,0,2,BELO HORIZONTE,MA,267,11214,149794,846444,640.155,35,2.055,7,10,4,2,0,0,0
12,25,15,21,10,4,24,16,11,13,18,2,22,17,23,0,1,BELO HORIZONTE,SC,807,33717,236870,1292800,1.219.699,48,645,28,10,4,2,0,0,0
24,16,11,13,6,19,2,17,7,8,15,20,10,23,21,0,2,PORTO ALEGRE,SP,513,17607,189127,1003314,561.611,8,938,37,10,4,2,0,0,0
6,3,21,25,10,20,19,23,9,4,8,2,24,16,14,0,1,CAMPINAS,AM,283,13048,190022,1115303,1.521.659,37,2.304,38,10,4,2,0,0,0
2,15,17,3,22,19,14,7,23,25,5,4,24,9,13,0,6,ENGENHEIRO COELHO,RJ,1085,31036,321695,1307885,82.980,10,195,92,10,4,2,0,0,0
2,4,11,20,17,25,24,7,1,5,3,10,15,6,8,0,13,SANTO ANDR?,SP,7687,18027,183658,1062910,68.697,1,49,61,10,4,2,0,0,0
1,16,22,5,20,7,23,8,15,4,6,14,17,19,21,0,2,7,SP,360,9926,121305,708743,648.701,32,1.544,53,10,4,2,0,0,0
11,22,8,19,17,3,2,14,25,9,7,21,13,23,4,0,7,CAMARAGIBE,BA,928,23347,253900,1053677,83.505,82,268,93,10,4,2,0,0,0
8,7,6,13,23,11,19,21,16,25,14,20,24,2,4,0,4,SANTA MARIA,BA,424,13906,182663,839141,218.236,4,882,35,10,4,2,0,0,0
3,17,7,23,11,15,8,1,19,21,25,16,18,9,10,0,3,CURITIBANOS,BA,423,43275,270561,1208438,282.071,90,857,36,10,4,2,0,0,0
20,19,25,6,1,15,23,8,12,9,11,4,7,2,17,0,3,GUARULHOS,ES,489,16699,211910,1027602,298.398,38,781,59,10,4,2,0,0,0
16,25,23,22,13,5,6,19,24,17,2,18,4,11,12,0,2,S?O JOS? DOS CAMPOS,GO,338,13786,217999,1189905,628.034,83,1.592,65,10,4,2,0,0,0
21,25,12,1,16,3,13,24,11,17,19,15,23,22,18,0,2,S?O VICENTE,GO,636,53783,192863,1064100,374.968,40,503,43,10,4,2,0,0,0
16,19,20,10,25,24,22,8,13,5,11,23,21,2,3,0,6,1,MG,515,19440,252304,1384753,167.432,0,836,10,4,2,0,0,0,0
9,13,5,18,23,19,16,22,1,2,7,4,20,6,24,0,2,2,MG,324,16766,159294,930299,497.279,18,1.315,56,10,4,2,0,0,0
16,11,13,15,23,24,8,1,5,18,4,19,3,7,14,0,3,PORTO ALEGRE,MS,583,19039,240715,1257119,350.459,97,769,96,10,4,2,0,0,0
23,9,18,5,19,20,8,2,22,10,13,21,15,17,12,0,1,7,MT,412,15024,213016,997044,964.343,13,1.003,13,10,4,2,0,0,0
24,11,1,13,3,6,16,4,15,22,2,23,14,5,21,0,3,IPATINGA,PA,754,34386,197879,1082451,435.921,62,740,51,10,4,2,0,0,0
14,16,21,2,9,19,20,3,4,10,25,1,15,5,8,0,2,JUIZ DE FORA,PA,316,11974,141482,846030,670.419,19,1.818,50,10,4,2,0,0,0
23,14,22,25,12,18,8,9,13,15,2,21,17,7,10,0,1,CUIAB?,PR,354,14957,233715,1231332,1.197.208,94,1.449,40,10,4,2,0,0,0
4,3,14,22,19,17,9,12,18,7,23,8,11,2,6,0,10,JAGUARIA?VA,PR,1073,38496,230650,1015550,86.522,69,344,28,10,4,2,0,0,0
22,24,10,15,16,25,20,14,17,5,2,4,23,19,3,0,1,S?O PAULO,PR,323,13239,208826,1170750,1.278.818,47,1.696,80,10,4,2,0,0,0
9,13,23,20,3,6,10,5,22,4,8,12,7,18,21,0,4,UBATUBA,RJ,451,16365,189310,1075584,327.278,19,1.244,1,10,4,2,0,0,0
25,1,6,2,13,7,18,21,14,4,15,20,5,17,16,0,3,4,RJ,283,10301,141305,840903,409.715,30,1.861,40,10,4,2,0,0,0
23,2,6,11,22,20,4,3,15,5,1,9,21,12,19,0,1,EMBU-GUA?U,RO,381,13664,178579,1124850,1.321.388,89,1.486,38,10,4,2,0,0,0
16,8,9,5,23,11,13,12,4,14,15,2,1,21,24,0,2,S?O PAULO,RS,280,12673,191340,1015452,519.190,74,1.589,36,10,4,2,0,0,0
10,15,8,19,2,11,12,5,20,1,22,4,13,9,14,0,4,S?O VICENTE,SP,614,22333,262852,1261685,262.310,0,729,59,10,4,2,0,0,0
5,14,23,19,24,10,17,11,1,21,22,13,16,3,18,0,0,5,SP,269,12150,175505,1105371,0,1.703,36,10,4,2,1.069.138,0,0,0
24,2,4,5,12,13,1,3,23,18,6,7,25,14,17,0,15,MUQUI,SP,1447,32382,318444,1557370,151.893,8,356,8,10,4,2,0,0,0
8,25,16,17,23,22,5,15,4,7,24,2,14,3,11,0,4,CONTAGEM,SP,566,20023,239733,1095166,233.188,57,703,6,10,4,2,0,0,0
21,4,18,12,22,10,2,16,17,11,3,15,25,14,9,0,1,RIO DE JANEIRO,SP,322,11225,159125,963861,1.651.759,41,2.198,44,10,4,2,0,0,0
22,9,5,16,15,3,13,8,21,2,12,17,11,20,14,0,2,MARCELINO RAMOS,SP,270,10506,142271,908597,590.228,22,1.873,74,10,4,2,0,0,0
4,12,6,1,15,10,19,3,14,9,17,2,13,22,20,0,1,3,SP,364,14813,231395,1202103,1.211.903,70,1.426,89,10,4,2,0,0,0
24,19,16,7,3,12,23,6,9,10,4,1,14,11,15,0,2,BAURU,SP,381,12101,149390,870271,534.367,26,1.202,18,10,4,2,0,0,0
24,1,19,22,25,3,10,15,14,6,5,18,21,7,9,0,3,JA?,MA,267,11913,161154,926604,425.084,14,2.046,96,10,4,2,0,0,0
15,16,7,14,18,22,10,13,23,11,3,24,9,21,5,0,2,2,RS,533,18516,224602,1065835,467.257,17,748,57,10,4,2,0,0,0
17,1,10,12,2,6,8,4,24,18,14,22,11,16,25,0,12,JABOAT?O DOS GUARARAPES,SP,2051,36077,258629,1136150,92.363,73,230,72,10,4,2,0,0,0
16,6,19,22,3,1,20,11,10,14,8,23,4,9,12,0,3,3,SP,497,18605,187834,953316,356.439,49,922,9,10,4,2,0,0,0
16,1,10,21,5,4,9,23,8,3,24,25,11,18,19,0,0,MOGI GUA?U,SP,331,13114,188730,1138481,0,1.367,72,10,4,2,1.056.335,44,0,0
2,14,4,18,9,24,11,1,13,19,3,22,25,20,15,0,2,S?O PAULO,SP,386,21187,225619,1305857,1.099.865,39,1.269,50,10,4,2,0,0,0
17,15,3,12,25,9,19,23,11,4,7,14,5,18,1,0,4,5,MG,1009,35510,302969,1254385,160.486,33,271,64,10,4,2,0,0,0
11,9,17,13,21,6,4,25,24,5,3,7,19,2,10,0,3,RIO DE JANEIRO,DF,479,17238,215394,1040245,292.829,11,783,2,10,4,2,0,0,0
6,16,4,5,12,19,11,25,10,21,7,2,9,17,3,0,2,ARA?ATUBA,MG,548,39451,196007,1096546,641.708,91,1.003,71,10,4,2,0,0,0
21,25,15,17,11,22,2,16,8,13,14,12,5,20,7,0,1,EMBU-GUA?U,MG,349,20284,151533,942198,1.295.114,22,1.590,40,10,4,2,0,0,0
19,24,3,22,2,17,11,18,25,16,23,8,9,14,6,0,1,EMBU-GUA?U,PR,334,14810,202799,1139236,1.321.125,73,1.695,20,10,4,2,0,2.500.000,0
21,16,5,25,13,23,24,10,20,18,14,9,15,12,17,0,0,6,RJ,275,12225,180556,912407,0,1.847,51,10,4,2,1.185.483,63,1.000.000,0
6,1,17,7,21,12,3,23,16,20,2,8,19,10,25,0,2,SALVADOR,SP,382,16379,218172,1280912,1.431.076,1,1.881,8,10,4,2,0,1.000.000,0
5,15,21,4,23,12,7,8,24,22,6,18,1,3,9,0,1,RIO VERDE,MG,232,9982,160368,915510,1.137.537,20,2.101,36,10,4,2,0,2.500.000,0
9,23,14,22,2,24,11,7,10,13,16,21,4,12,20,0,0,MARAB?,SP,371,15354,198520,1110738,0,1.478,50,10,4,2,1.279.890,48,1.400.000,0
24,9,8,4,19,11,21,13,18,20,15,23,10,6,12,0,4,S?O GERALDO DO ARAGUAIA,MG,364,14879,202689,1195711,674.947,70,1.671,79,10,4,2,0,1.000.000,0
15,25,8,1,23,3,5,13,2,19,14,20,22,7,18,0,3,S?O MANUEL,PR,912,29008,279442,1416966,314.688,25,441,96,10,4,2,0,1.000.000,0
20,5,19,14,13,10,8,15,17,21,18,4,16,11,25,0,1,1,SP,238,9088,135676,887477,1.033.333,31,1.860,74,10,4,2,0,1.000.000,0
10,18,20,21,5,17,14,12,19,7,22,15,9,1,8,0,3,3,ES,313,12127,168590,958513,426.727,90,1.752,87,10,4,2,0,1.000.000,0
14,15,19,17,11,4,20,16,13,25,12,24,18,2,10,0,7,ALTO ARAGUAIA,TO,510,12306,199913,991171,162.006,70,952,98,10,4,2,0,1.000.000,0
9,6,25,15,20,12,16,14,11,10,17,23,8,13,2,0,3,S?O PAULO,GO,322,12883,210219,1189925,451.708,6,1.803,62,10,4,2,0,1.100.000,0
6,1,4,24,17,22,8,11,2,5,15,13,14,3,10,0,1,10,MT,656,21649,267144,1107051,912.992,46,594,21,10,4,2,0,1.100.000,0
24,17,19,12,21,1,5,18,10,2,7,15,25,6,16,0,1,ITAJUB?,PR,366,14413,170116,1009785,1.574.316,19,1.843,46,10,4,2,0,1.100.000,0
11,24,21,23,14,25,16,13,12,4,5,17,6,9,18,0,1,S?O GABRIEL DO OESTE,SP,252,10957,164814,946981,1.197.922,11,2.037,28,10,4,2,0,1.000.000,0
1,14,7,3,13,2,6,8,12,5,21,17,9,19,4,0,8,RONDON DO PAR?,SP,820,24183,291569,1234674,122.409,35,509,88,10,4,2,0,1.000.000,0
11,14,1,5,2,12,3,4,13,17,24,9,15,21,22,0,1,PETROLINA,GO,676,39252,226627,1231982,889.594,53,561,85,10,4,2,0,1.000.000,0
21,13,24,14,18,17,8,16,12,23,19,15,1,25,10,0,4,DIADEMA,RJ,475,16531,263639,1103205,248.234,57,895,89,10,4,2,0,2.500.000,0
1,13,3,22,25,23,5,16,4,9,12,15,8,7,21,0,0,S?O PAULO,PA,359,16808,225582,1248389,0,1.298,37,10,4,2,1.087.600,1,1.000.000,0
13,12,7,6,5,19,23,16,4,20,22,9,18,15,21,0,5,S?O PAULO,RO,759,22024,267999,1388224,545.832,17,926,91,10,4,2,0,1.000.000,0
11,17,19,24,20,13,6,21,4,12,1,14,23,15,3,0,1,S?O PAULO,SP,319,12604,177262,1112538,1.158.825,53,1.556,87,10,4,2,0,1.000.000,0
7,13,9,14,25,15,10,22,1,23,16,3,6,19,5,0,4,TAUBAT?,SP,736,22562,264149,1294387,268.193,92,622,31,10,4,2,0,1.000.000,0
2,10,9,23,19,15,1,13,22,4,11,18,14,16,21,0,1,2,BA,395,14664,181955,1027526,1.076.749,80,1.168,26,10,4,2,0,1.000.000,0
14,5,23,24,13,15,21,8,12,9,25,4,17,20,3,0,6,JOINVILLE,CE,550,18840,248779,1368593,162.955,29,758,98,10,4,2,0,1.000.000,0
13,2,21,19,8,15,17,6,22,14,9,16,18,23,5,0,2,1,MG,500,16629,210405,1126014,553.900,1,949,54,10,4,2,0,2.800.000,0
5,3,13,25,7,23,16,21,18,1,20,4,2,12,17,0,0,1,PR,395,15691,239166,1305797,0,1.431,1,10,4,2,1.318.918,79,1.200.000,0
6,12,10,24,11,7,18,15,3,22,5,14,20,21,9,0,4,14,SP,654,22161,252057,1277102,761.115,43,1.130,76,10,4,2,0,1.000.000,0
11,24,10,19,18,12,14,25,1,9,2,15,6,7,16,0,1,BRAS?LIA,SP,397,17309,203970,1148741,1.602.862,9,1.730,33,10,4,2,0,1.000.000,0
8,7,25,24,1,5,9,21,18,15,17,12,10,4,13,0,2,MOZARL?NDIA,SP,646,17875,209948,1210961,514.572,62,680,17,10,4,2,0,1.000.000,0
1,22,7,8,14,4,2,25,3,17,15,16,23,19,9,0,1,MOZARL?NDIA,SP,746,22515,262704,1367044,1.100.400,40,629,77,10,4,2,0,1.200.000,0
25,10,12,8,5,2,11,20,21,1,16,19,9,13,15,0,5,MOZARL?NDIA,DF,568,18679,213407,1182527,205.597,54,772,71,10,4,2,0,1.000.000,0
23,5,21,14,18,12,7,15,8,4,25,9,22,17,10,0,4,S?O PEDRO DO IVA?,PR,456,20710,240312,1246804,300.690,74,1.130,42,10,4,2,0,1.200.000,0
19,13,2,5,23,9,3,10,15,17,16,18,21,12,1,0,1,PARELHAS,SP,456,20409,248997,1315442,729.124,59,682,67,10,4,2,0,1.200.000,0
21,13,19,15,23,18,22,9,4,25,16,10,3,5,6,0,3,SAUDADES,TO,546,18852,250206,1373895,388.791,25,915,52,10,4,2,0,1.000.000,0
2,6,18,25,15,11,24,23,3,22,17,4,19,14,8,0,1,BOM JESUS DOS PERD?ES,RS,578,23054,215463,1143748,1.145.268,64,849,19,10,4,2,0,1.000.000,0
22,4,19,5,21,23,6,1,18,11,12,15,8,13,7,0,3,IT?POLIS,SP,467,15696,205230,1103731,384.999,7,1.059,96,10,4,2,0,1.200.000,0
20,2,23,6,5,14,15,9,8,3,7,11,16,13,4,0,4,JUNDIA?,DF,344,14579,247017,1172541,309.239,2,1.541,6,10,4,2,0,1.200.000,0
17,3,4,1,2,14,15,10,9,16,22,24,6,21,23,0,3,S?O CARLOS,RS,426,13725,186470,1138744,574.134,62,1.732,80,10,4,2,0,1.200.000,0
1,12,10,9,16,8,18,20,7,2,6,22,13,15,24,0,6,S?O JOS? DOS CAMPOS,SC,458,17563,205198,1057444,219.836,27,1.234,27,10,4,2,0,1.200.000,0
22,10,12,9,7,18,13,6,1,16,3,24,14,17,19,0,2,S?O PAULO,SP,600,20544,242288,1285535,656.028,71,937,19,10,4,2,0,1.200.000,0
13,20,12,4,2,25,22,24,19,21,9,6,14,5,17,0,6,4,MG,877,21971,214688,1070083,198.893,58,580,96,10,4,2,0,3.000.000,0
10,25,18,15,6,21,22,20,7,3,8,9,24,19,5,0,0,NITEROI,MG,293,15192,173008,1099965,0,2.477,16,10,4,2,1.693.556,25,1.200.000,0
24,11,5,19,7,20,9,18,14,3,13,8,1,6,4,0,1,MOGI DAS CRUZES,PE,422,19243,268373,1601008,3.407.439,83,1.740,58,10,4,2,0,1.200.000,0
4,2,16,15,25,6,11,21,5,17,19,20,7,13,1,0,2,S?O PAULO,PR,599,27065,281319,1393103,650.009,12,930,14,10,4,2,0,1.100.000,0
8,21,12,20,3,14,13,7,9,24,15,23,4,17,6,0,1,1,RS,461,23646,215284,1197030,1.189.723,12,1.106,3,10,4,2,0,3.000.000,0
23,19,8,15,16,11,7,21,24,9,10,1,18,4,14,0,0,1,SP,550,17780,199155,1014306,0,963,9,10,4,2,1.235.966,89,1.200.000,0
8,3,25,6,22,9,13,23,20,4,16,19,1,12,21,0,6,5,GO,748,21472,254846,1382097,468.787,91,903,42,10,4,2,0,3.000.000,0
7,12,22,5,19,11,18,8,13,16,17,24,1,20,15,0,0,SANTO ANT?NIO DE JESUS,PE,366,15895,206626,1269650,0,1.649,50,10,4,2,1.408.672,99,1.200.000,0
18,21,3,19,4,14,24,22,5,6,7,9,11,1,15,0,5,JANU?RIA,RS,819,28035,294716,1476164,574.831,70,763,96,10,4,2,0,1.300.000,0
15,11,23,9,12,6,14,13,17,24,21,2,5,4,3,0,2,RECIFE,SP,580,25552,296938,1419919,512.949,16,755,18,10,4,2,0,1.200.000,0
25,23,8,15,9,16,20,12,7,18,6,19,5,10,14,0,1,IBIUNA,RS,458,15704,216481,1132430,1.270.248,98,1.188,63,10,4,2,0,1.300.000,0
22,2,1,4,13,15,18,19,24,23,10,16,17,6,14,0,1,11,SP,357,13740,208513,1166041,1.330.336,28,1.597,4,10,4,2,0,3.000.000,0
16,1,14,5,9,18,8,3,6,25,7,19,23,4,24,0,0,DIVIN?POLIS,PA,456,18099,265177,1328618,0,1.086,78,10,4,2,1.156.332,26,1.200.000,0
19,11,5,16,24,20,25,6,4,12,8,1,21,2,18,0,6,OLINDA,PR,449,19649,247576,1409801,513.005,15,1.834,26,10,4,2,0,1.200.000,0
25,15,12,1,4,9,13,24,8,17,5,20,11,23,2,0,6,FREDERICO WESTPHALEN,SC,872,27833,240292,1166264,131.266,52,385,62,10,4,2,0,1.300.000,0
16,5,21,7,12,20,1,15,24,18,25,10,19,17,6,0,2,CURITIBANOS,MS,4551,12563,161163,1034372,724.498,58,135,95,10,4,2,0,1.200.000,0
15,25,5,23,10,2,7,12,17,14,11,21,6,20,4,0,4,Florian?polis,MS,645,18874,202897,1037963,312.825,36,831,43,10,4,2,0,1.000.000,0
6,9,12,22,1,10,15,5,14,17,20,3,18,11,8,0,2,CAMPINAS,MT,657,19774,226330,1222935,658.502,59,859,11,10,4,2,0,1.400.000,0
2,7,17,5,18,12,22,3,25,13,20,4,11,19,10,0,3,OSASCO,PR,312,14987,188284,1058898,411.743,68,1.696,75,10,4,2,0,1.000.000,0
16,24,13,2,17,10,9,11,21,4,23,14,25,22,12,0,4,SANTO ANDR?,PR,525,22011,213076,1251270,344.720,36,1.125,62,10,4,2,0,1.000.000,0
12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,0,25,S?O JOS? DO RIO PRETO,SP,4310,76727,426871,1443593,14.182,21,35,13,10,4,2,0,1.000.000,0
12,10,3,17,18,6,5,23,1,2,22,19,11,9,13,0,3,Sorocaba,SP,804,23945,306944,1412942,384.377,54,612,34,10,4,2,0,1.200.000,0
9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,0,7,9,RJ,1779,17395,224021,1249554,186.308,88,312,99,10,4,2,0,1.000.000,0
4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,0,6,BELO HORIZONTE,SC,683,24788,310715,1611578,166.444,42,624,27,10,4,2,0,1.000.000,0
25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,0,5,TOLEDO,BA,474,14750,190462,1120400,311.399,20,1.407,77,10,4,2,0,1.000.000,0
24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,0,5,NOVO HAMBURGO,BA,359,11743,140718,677731,125.730,62,747,63,10,4,2,0,1.200.000,0
23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,0,7,GASPAR,MG,3392,89618,409708,1452685,51.508,88,45,39,10,4,2,0,1.300.000,0
11,16,8,10,14,1,4,5,15,22,9,12,19,13,23,0,3,GUARATINGUETA,MG,338,13308,131095,794186,231.166,67,879,33,10,4,2,0,1.200.000,0
25,1,23,21,7,4,11,9,12,2,13,10,24,19,3,0,3,SANTOS,MG,729,27687,296552,1434986,224.820,40,396,51,10,4,2,0,1.200.000,0
15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,0,5,S?O PAULO,PE,528,17308,223741,1228506,270.692,90,1.098,59,10,4,2,0,1.200.000,0
18,15,6,19,2,10,3,14,25,9,24,1,4,13,12,0,1,PALMAS,PE,504,18396,224846,1284701,1.112.109,33,945,67,10,4,2,0,1.300.000,0
4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,0,14,2,PE,1421,34554,333071,1433297,63.211,34,266,9,10,4,2,0,1.200.000,0
17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,0,5,FORTALEZA,RJ,437,15046,198722,1215690,244.730,42,1.200,5,10,4,2,0,1.300.000,0
14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,0,5,3,RS,554,19853,244168,1365109,236.637,79,915,31,10,4,2,0,1.200.000,0
21,3,24,7,17,5,2,11,13,9,22,12,25,16,8,0,1,GOI?NIA,SE,513,17502,203845,1145496,1.210.021,45,1.010,88,10,4,2,0,1.200.000,0
14,12,3,9,25,22,13,24,2,6,1,23,18,15,19,0,3,S?O PAULO,SP,722,40725,266109,1420232,311.274,88,554,31,10,4,2,0,1.300.000,0
11,16,24,4,20,2,1,5,7,3,8,12,15,23,25,0,3,0,SP,451,14533,198742,1146969,423.387,36,1.206,99,10,4,2,0,1.200.000,0
25,24,6,23,15,10,3,21,13,18,2,4,19,17,16,0,2,1,MG,336,16242,237731,1327959,710.326,8,1.812,6,10,4,2,0,1.200.000,0
16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,0,5,1,MG,319,12612,181976,1088291,317.206,80,2.130,81,10,4,2,0,3.000.000,0
23,10,25,24,1,21,15,9,8,16,4,22,14,7,12,0,0,6,PR,267,11711,165948,1000928,0,2.388,76,10,4,2,1.488.197,27,1.200.000,0
1,6,7,16,4,24,21,8,13,3,11,15,14,12,22,0,2,ITABIRINHA,SP,421,15894,227004,1522778,1.712.831,75,1.972,31,10,4,2,0,1.200.000,0
10,20,3,24,23,6,17,8,22,13,7,5,19,18,21,0,1,LAGUNA,PA,261,13134,195795,1051550,1.400.709,24,2.300,2,10,4,2,0,1.200.000,0
7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,0,5,ASSIS,DF,671,20196,258453,1332471,236.323,91,754,71,10,4,2,0,1.200.000,0
2,9,11,3,17,13,12,19,20,15,22,23,18,8,14,0,4,S?O PAULO,RN,654,20814,274101,1312404,207.255,79,543,27,10,4,2,0,1.200.000,0
18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,0,9,TAUBAT?,BA,906,26568,243704,1152753,154.317,67,656,98,10,4,2,0,1.200.000,0
6,22,18,21,12,24,23,20,15,17,2,8,3,16,4,0,3,5,PA,343,15661,203428,1079262,452.508,66,1.696,20,10,4,2,0,3.000.000,0
1,15,22,16,14,4,18,17,12,21,20,25,5,3,19,0,0,Teresina,PI,259,9066,148763,997021,0,2.902,10,10,4,2,1.753.836,94,1.200.000,0
20,10,25,4,3,18,22,21,2,8,11,12,5,24,13,0,3,Santa Vit?ria do Palmar,RJ,584,21381,283628,1490712,1.088.299,38,1.108,90,10,4,2,0,2.700.000,0
25,5,13,4,2,8,20,1,11,16,18,12,14,15,19,0,0,S?O PAULO,SP,320,17342,202597,1229254,0,1.852,2,10,4,2,1.382.844,8,1.100.000,0
20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,0,22,S?O PAULO,SP,1413,32008,275894,1240760,120.368,22,383,76,10,4,2,0,1.200.000,0
23,1,21,16,24,19,5,25,12,13,22,4,18,2,15,0,2,9,BA,409,15693,236924,1225502,506.005,32,1.060,44,10,4,2,0,1.200.000,0
3,13,22,10,16,21,1,9,14,20,4,8,17,24,2,0,2,BRAS?LIA,MA,404,12892,173688,990478,694.576,96,1.473,64,10,4,2,0,1.100.000,0
11,14,21,10,3,24,18,19,9,15,23,16,5,2,17,0,1,S?O JO?O DEL REI,PR,425,15440,201420,1160428,1.396.694,91,1.408,43,10,4,2,0,1.200.000,0
23,5,24,12,17,10,25,2,14,16,20,19,15,7,4,0,9,MANDAGUARI,SP,651,23806,225341,1142240,133.572,9,791,41,10,4,2,0,1.200.000,0
22,8,9,18,2,17,10,19,1,16,25,11,13,12,6,0,1,RIO DE JANEIRO,BA,386,16143,211127,1238109,1.458.512,89,1.619,37,10,4,2,0,1.200.000,0
7,6,14,23,17,12,15,19,10,16,9,25,2,3,18,0,3,CAXIAS DO SUL,MS,456,18119,231723,1255491,381.993,94,1.077,5,10,4,2,0,1.200.000,0
21,5,11,1,8,19,2,22,9,20,6,12,14,13,15,0,1,Aracaju,SP,468,17436,212788,1261900,1.364.366,67,1.249,42,10,4,2,0,1.200.000,0
16,13,11,23,5,6,21,17,8,2,24,3,20,14,19,0,10,MOITA BONITA,RS,1080,21712,211835,1071147,125.445,39,497,8,10,4,2,0,1.100.000,0
8,19,6,14,4,3,24,23,1,13,12,15,10,18,7,0,1,ARA?ATUBA,SP,434,16372,199719,1101192,847.060,95,836,47,10,4,2,0,1.100.000,0
21,5,8,4,11,1,22,2,25,14,18,16,9,24,19,0,3,4,BA,461,16254,179587,952067,367.450,6,1.024,80,10,4,2,0,1.200.000,0
11,21,12,14,6,4,16,15,13,25,5,3,18,23,9,0,4,S?O LUIS,BA,429,18173,221406,1258488,290.530,52,1.160,96,10,4,2,0,1.100.000,0
14,24,6,9,4,8,3,16,23,1,19,10,20,12,17,0,7,S?O LEOPOLDO,BA,751,27120,187666,917589,129.225,31,516,21,10,4,2,0,1.200.000,0
19,15,12,17,11,18,1,25,3,22,9,21,14,6,23,0,3,S?O PAULO,MG,493,17434,234131,1229263,316.958,56,826,61,10,4,2,0,1.200.000,0
17,20,12,25,9,24,14,3,10,2,4,13,11,16,18,0,1,5,MT,363,15732,193924,1100213,1.308.152,15,1.544,46,10,4,2,0,1.200.000,0
1,12,13,2,16,23,3,7,5,20,17,18,15,24,21,0,2,BELO HORIZONTE,PR,509,22083,228275,1286179,606.827,96,1.021,89,10,4,2,0,1.200.000,0
4,17,2,21,14,1,3,20,6,7,10,25,23,9,19,0,1,S?O JOS? DOS PINHAIS,RJ,362,15703,205418,1101654,1.207.120,36,1.429,11,10,4,2,0,1.200.000,0
21,10,2,23,8,1,24,16,6,4,7,12,9,3,20,0,4,CAMPINAS,RJ,290,11630,189382,1109531,377.040,37,2.228,81,10,4,2,0,2.500.000,0
25,10,22,20,23,5,4,6,2,14,24,19,7,15,1,0,0,S?O PAULO,RJ,256,10643,149581,880526,0,2.041,78,10,4,2,1.219.620,39,1.100.000,0
